Latitude,Longitude,Area (sq.m.),Proximity to City Center (km),Nearby Facilities,Land Type,Price ($)
-9.539899,77.533287,924,35.87027508927961,5,Residential,2363189.8042042907
5.006879,0.088699,573,28.598849008680116,2,Residential,859115.4272719766
-5.8353835,77.597379,523,6.009310636562281,4,Residential,2577432.267594641
-30.789806,108.014136,869,26.416830466403987,0,Residential,657913.9015978199
-88.972373,-126.466137,59,34.79154045378507,7,Commercial,199116.2907019722
-32.6866055,153.009177,209,11.15104549199756,4,Commercial,709252.7438973984
-51.310775,-168.873779,826,25.21758679247834,2,Residential,1315898.3698776218
75.207107,-169.959626,244,8.93609001574696,4,Residential,936500.1390317894
39.337983,-176.083081,715,15.73667908337618,5,Industrial,2338705.065677176
-54.4702385,136.364299,982,23.182944323342472,1,Agricultural,1239974.5316760673
-31.1212115,-18.644851,430,9.903252771636462,7,Commercial,2072401.5442512932
45.6791025,72.157985,960,11.687559644096611,9,Commercial,5098772.365204393
78.589371,166.025335,433,10.824969575567843,4,Commercial,1492802.2484631995
-67.4947735,74.278645,483,13.794767417180694,7,Agricultural,2052665.521546159
-67.9735705,168.966575,503,43.29810644400476,3,Industrial,835942.724109889
-73.6865805,-27.451520,577,26.13155455244345,10,Commercial,2749611.6912157047
-1.5272105,64.748492,927,6.574356823772894,0,Residential,2820047.7243582676
-78.5846345,20.811155,933,0.7504738644019531,6,Industrial,27103490.26395211
-83.7363525,141.907511,71,22.087511617195506,5,Residential,206289.72283570893
37.0087645,-166.132051,379,41.27595017837623,3,Commercial,638442.0474208982
-29.8754895,9.448574,897,7.942982737700588,3,Industrial,3334997.3799048495
39.7511305,63.798675,957,18.15785144945757,5,Industrial,2968089.469410863
-18.6560765,-115.750323,554,45.65614585544214,6,Agricultural,1572283.6473468838
-31.0146045,-177.029951,225,34.65026807918845,7,Agricultural,759869.1251021742
-61.8371625,-36.429292,494,24.213304288255465,10,Industrial,2384040.137041198
-27.165198,166.979684,992,40.93229501775011,3,Agricultural,1675102.848726085
47.9030035,-162.504970,815,36.03250436217866,9,Agricultural,3386369.3339813817
35.269971,-177.569551,575,11.34013846679817,9,Industrial,3084096.9648360005
-53.9893675,-62.987151,383,7.20865222449379,2,Commercial,1369011.9503965813
74.0472645,-90.509222,838,31.951282886770453,4,Residential,1865348.5778894825
-29.953364,-139.556956,650,37.83463948410038,2,Industrial,863600.4724047421
-61.4743005,4.100421,567,6.518496101855399,9,Residential,3780865.0734779495
-75.023207,-17.968754,917,21.038270615761057,5,Agricultural,2705744.6569139757
75.185642,-129.663977,506,48.84185521050974,7,Commercial,1623999.3366423638
-31.563057,-111.498451,604,34.9179057737019,7,Residential,2037154.3100404937
-55.800013,-147.969047,818,47.147461925473394,1,Residential,674196.4093901908
44.4761455,-72.358592,561,29.020621631778596,4,Residential,1284221.6286598668
-32.257165,-12.525984,579,45.06441921790067,3,Agricultural,951765.4774425707
-30.8514125,-120.523151,171,39.62278324992828,5,Industrial,428313.97694674035
45.132824,55.643933,294,7.5090517405607144,7,Residential,1606254.931988114
79.6198905,-175.058649,416,4.688194288305336,7,Residential,2939470.4783020993
-4.0963955,71.379363,753,9.977360670454376,9,Agricultural,4220217.21938515
16.6434825,-164.215152,708,16.32205399040915,10,Commercial,3699537.872887838
-51.1570075,129.858849,612,47.050384253728254,8,Agricultural,2218546.6532981633
52.6532015,-174.991612,110,9.171639723707298,9,Commercial,635869.866923941
-58.1523625,166.857983,219,3.0702441115904913,4,Commercial,1776996.661635159
-32.590586,-122.809302,381,44.09832779750336,9,Agricultural,1544395.667785648
57.5269305,46.890471,465,13.372883753619,4,Residential,1439437.1376692192
89.4301995,-111.088905,672,17.70460723676293,3,Industrial,1565524.4369483874
-34.2188995,-109.441862,830,1.0497276666171393,0,Agricultural,15813625.312453935
37.264646,-23.088233,361,39.73500800221308,5,Residential,903703.7509995688
80.078466,44.081914,84,38.75080839654744,1,Agricultural,76953.93426656054
-83.943561,-72.457053,527,38.82199192859798,8,Agricultural,1957895.600209936
-6.2128965,-115.912669,995,41.37629707708728,4,Residential,2072951.6898751173
74.9060775,80.668688,356,41.08964066461935,9,Agricultural,1454879.6852159074
31.146590,-3.431697,982,31.437337054454655,5,Agricultural,2588734.848437712
-55.250339,-20.792460,550,12.577631118396774,6,Commercial,2194568.5015289374
-24.321473,120.228481,830,2.7890729772263825,2,Residential,6615798.370119383
82.154334,-137.705171,243,41.04162637828121,8,Commercial,896016.3598977613
88.376557,-124.605800,880,38.89765415267173,5,Agricultural,2212469.445353201
78.047984,-145.054022,298,46.05306897644742,10,Agricultural,1321415.9136940055
25.225496,-26.668381,512,39.18119029106604,2,Residential,670949.8958028054
-81.111504,43.713512,88,6.431543481939787,3,Commercial,379251.26348631555
-43.1200735,52.559522,868,15.150578866147958,5,Residential,2881830.806424744
8.9268725,146.769863,120,13.268516067055996,4,Residential,372879.3076686916
-38.080610,-118.890201,335,22.608228684895277,9,Commercial,1502352.2748014452
87.565841,-68.650350,480,17.206881704201823,3,Industrial,1133916.3130793034
73.254733,-140.813227,503,35.58318086804478,10,Agricultural,2294717.8390067513
89.489470,-159.354284,133,31.000048670588715,9,Agricultural,564606.3168953562
62.3309095,152.761367,77,42.417197540369756,0,Residential,36306.028905712934
70.419427,8.512912,168,34.93271468010819,9,Residential,700984.9094972655
14.3502525,103.929888,819,42.13178937023414,3,Industrial,1371580.069511417
-79.2452345,53.294638,87,22.132994478072533,3,Residential,183015.6614155325
-7.665010,17.758510,217,29.935417781878083,10,Agricultural,1012978.7683480167
-32.1566945,-150.930831,487,22.982581254148506,3,Commercial,1008199.219604276
28.500375,-14.808821,843,17.80386856066324,1,Industrial,1284185.1983321945
-4.6249895,101.771979,684,16.707375843689167,9,Agricultural,3281200.0394548685
32.289516,126.764625,626,32.22806443618925,0,Agricultural,388481.2885610702
7.5341115,143.632766,440,8.452270791259881,6,Residential,2097140.3298980542
10.1435285,165.167967,211,0.8158329802974651,1,Agricultural,5257027.366034312
24.252284,97.964939,972,21.862071203399083,5,Agricultural,2833211.2654439392
-76.7158265,132.962509,873,29.61986585266543,1,Commercial,938669.2463108778
-57.443760,-172.794672,905,49.87049495145703,2,Residential,1086940.0513794417
-2.2989475,-163.326204,363,13.440116724751604,8,Industrial,1701773.8800846746
86.518285,-175.845330,248,12.03765145358847,10,Agricultural,1404040.5063332685
-19.139488,-159.567711,171,38.57403484280791,6,Commercial,499060.6758649117
13.885583,127.945886,167,20.454746221045276,8,Agricultural,697687.2861831732
74.801343,-4.511111,278,49.534701402804984,1,Industrial,223444.54458274288
-67.101547,-141.089770,363,43.33191470777385,6,Industrial,1038743.9465105736
60.5227255,-175.404644,323,6.700106658157932,7,Agricultural,1868563.7558313222
32.494206,-99.530409,513,36.28149973299305,5,Residential,1308788.7511681314
42.2028185,56.207317,643,21.952424157075786,3,Agricultural,1357412.296080974
15.8784075,-120.658100,625,22.82758097448951,1,Industrial,797583.2070848468
-67.3196635,-101.742159,893,45.797026070110356,10,Agricultural,3961981.654543643
29.881693,-58.520505,378,19.399849846231028,9,Agricultural,1750493.7378342
34.1834105,-171.631134,997,34.45699580964551,1,Commercial,977492.3535109295
-43.6991335,10.162753,187,25.738088665624428,3,Industrial,369709.9353486614
-80.5055245,134.293568,305,41.960074038981865,1,Industrial,267376.2925759607
35.728180,-19.568566,865,4.6979739376771565,3,Commercial,4720438.478693164
25.7949895,-85.911035,778,43.764661699402346,9,Commercial,3156337.993344354
62.6147555,-50.563244,565,18.726313758538172,0,Agricultural,603428.958080328
40.0016855,142.463943,969,4.887311164342383,9,Commercial,7453770.599153921
80.814564,60.235656,363,23.515450197431456,2,Industrial,599133.1919672538
-47.3089395,176.618787,757,13.481557993927229,3,Industrial,2031415.6044887262
27.9196325,83.748643,390,16.46000482608288,7,Agricultural,1565875.9242427412
24.953716,0.233375,598,47.481400132515176,0,Commercial,251888.1070613125
-40.702955,51.605790,223,22.267796919466285,6,Residential,735489.2345448469
-40.6936355,109.789404,804,5.619300273018679,5,Commercial,4469566.248240699
46.358282,-83.628626,64,9.196912441159174,9,Residential,369577.14321945526
-75.9921345,132.038340,776,48.469217562886136,9,Residential,3113803.2296036896
23.3954105,-83.062259,163,19.36944120516521,4,Industrial,429106.3525410667
-41.316881,159.534943,520,9.343132100104356,9,Agricultural,2985117.0884208987
89.3581635,161.665276,336,41.47937001365228,1,Agricultural,296408.24645572534
1.634880,21.199699,616,7.412492795808711,1,Residential,1908458.9509329665
55.7953815,-104.708697,684,33.831099911393046,5,Agricultural,1772361.6682824162
23.273633,75.781292,794,26.770807501466457,10,Industrial,3769183.4517554287
-76.3954175,-86.767192,905,23.358931514344935,6,Agricultural,2946864.2093875157
-37.7911125,-99.209325,125,43.369221448455036,10,Commercial,557644.5671954541
11.464968,20.799320,795,0.5736221983388141,10,Industrial,30898592.561525226
12.573106,-156.502328,395,34.70917882514748,10,Industrial,1807605.4999686794
44.158720,-55.180902,241,32.5602754609511,0,Residential,148033.1456587501
37.0823225,-147.255676,880,37.85792882582861,7,Agricultural,2928896.008468176
-46.883907,-62.866127,968,8.551707746840203,2,Agricultural,3038275.306912048
86.678679,78.087149,407,3.9802572416965303,7,Agricultural,3184693.9488851824
-68.6931845,119.278889,62,32.31843655926325,7,Industrial,211968.192648372
65.4630375,-121.423760,51,31.33811634181833,2,Commercial,73348.22302892811
-52.9164365,-37.966835,126,9.834300428472787,5,Industrial,508245.98499187216
54.4870365,-129.183785,618,41.9963750777039,7,Agricultural,2024711.1155934504
-70.9189505,-50.540966,956,47.93765744910187,5,Agricultural,2310851.36273713
88.8014115,150.054830,268,44.817344974407646,0,Industrial,119596.55359015038
73.469376,-130.194069,749,24.084398511879083,1,Residential,921579.4109706105
-60.530092,-7.342623,523,22.324590414940904,4,Residential,1305341.630801861
82.3876915,-117.091293,336,17.526994841696503,10,Residential,1727408.5683652514
-70.0846125,28.515848,217,1.2580949695871817,4,Agricultural,3796860.085219228
-42.423014,-153.574312,78,4.524835649407652,5,Residential,500763.9032379486
-2.5944415,49.244401,89,6.872788292436947,9,Commercial,579392.4095230423
50.7788625,-144.407478,736,34.10405681231271,1,Industrial,726020.2052151633
33.329815,-26.757851,94,19.685830436630262,4,Industrial,245900.1622132132
-31.8842985,45.145167,220,37.85637777953763,4,Industrial,468228.76403083437
-59.0643315,159.103736,969,0.8563005754257027,5,Agricultural,24570239.842143506
48.051089,120.133877,123,35.59550428217159,9,Residential,511909.8510783599
-8.8183895,-52.588099,563,45.36205204244204,8,Agricultural,2049825.1021065984
-75.461548,-165.892639,449,48.95737252718386,2,Commercial,542624.8763046629
20.3572825,31.344608,692,28.258395699378248,7,Industrial,2427365.949462747
80.4855895,-40.050467,976,20.030176239309107,9,Agricultural,4488129.618051593
-27.2561365,-135.423095,470,31.771621977391234,4,Residential,1047861.5083198795
72.2796815,107.252605,345,0.5560768131543503,2,Industrial,12684357.688679183
-55.7281595,93.844038,731,42.63457246216661,5,Residential,1804914.1927709866
-6.925516,-14.716572,762,11.446712828002322,3,Agricultural,2245786.5936007486
-26.0767315,165.864136,458,32.821410137769206,4,Residential,1011886.1197477662
-49.8187055,-154.977799,786,33.421144014662204,3,Commercial,1413560.9186179705
59.6322105,-96.907951,340,1.884451295756068,10,Commercial,4968477.446625515
-53.6089305,66.300537,739,26.868155118079383,10,Agricultural,3506093.5935141537
-14.1341235,119.907965,968,8.410679988296726,8,Commercial,5399435.288816007
12.653994,68.464577,185,15.896369615478486,4,Industrial,528757.5471318474
21.761589,-150.662342,99,49.155691768690495,2,Agricultural,119480.17771201734
-22.1207765,66.553867,757,42.064257836153885,4,Commercial,1571125.5229694624
76.712876,31.294650,265,26.26119105926688,6,Agricultural,837818.7213229908
-70.024781,-43.471243,594,30.289916445874642,7,Residential,2055409.7316190521
-44.0994885,67.945717,887,44.035644761638984,6,Residential,2531655.4616612303
21.0928725,94.742533,526,30.574827652722764,3,Residential,975273.893710507
30.810240,-75.235862,795,40.87919899326604,10,Agricultural,3568950.8696738207
39.663959,161.330464,297,10.975941441203217,2,Agricultural,778783.6453228052
18.1954655,-27.757331,321,26.654035284932327,10,Industrial,1524864.0917358305
29.404827,-28.824829,999,15.643238696122351,6,Residential,3674829.1203964464
2.250729,120.076456,582,17.39830443513202,2,Residential,1134630.7117799134
57.3371575,143.735740,997,7.129034695883459,0,Commercial,2797012.618203979
-89.646818,37.139628,317,23.954573092270287,3,Commercial,645067.6263266744
8.509394,3.955851,595,18.42566332869144,10,Residential,3025838.3498991844
62.784655,-45.830232,858,47.50215365493912,1,Agricultural,704446.7789282172
81.678178,-83.015838,479,40.57204772027451,7,Industrial,1577323.1571561208
-9.7760355,-85.618644,788,43.67272714667287,10,Commercial,3512865.9460873776
32.1610805,74.376397,649,4.551730997408156,8,Commercial,4928462.369193404
40.7795395,-128.785480,812,13.037348695231653,1,Agricultural,1570452.0401222145
46.919444,-71.106001,92,14.88307064881846,9,Industrial,454830.40150898386
88.580615,-61.066886,651,6.083791061548238,8,Industrial,4223312.9440968335
-1.710692,27.227910,293,0.8326674406506017,2,Agricultural,7272023.562440857
-51.7885845,146.986454,64,5.532901859503133,0,Commercial,231343.34071035677
7.665468,130.976658,88,12.81043057665227,3,Industrial,242988.04402154125
26.618399,112.147333,522,18.533064045047837,5,Residential,1607317.5374899565
-11.414169,112.869039,735,30.661581045973445,10,Industrial,3419427.332137866
27.126595,69.697909,467,1.8780388050254202,1,Residential,5160073.169333463
-70.3537545,-8.944064,140,45.422619866390455,5,Industrial,341643.29596654995
19.560580,-17.961547,878,10.076214160533329,8,Industrial,4552318.020899087
-39.086836,132.466556,380,28.540356084192187,9,Agricultural,1634289.599806691
-44.484164,3.331469,155,8.618943054248003,5,Commercial,669672.8717765582
64.144321,-56.637545,166,26.575654632292977,0,Agricultural,124926.36760735729
57.8497695,144.805518,807,35.611160761549165,10,Agricultural,3681228.697263556
22.5613015,-13.918258,889,16.986970689601595,0,Industrial,1046684.5634156448
30.9034145,-31.700633,996,49.613570041020246,5,Industrial,2393503.0561906802
35.8723515,-67.677647,616,29.13316871296555,9,Commercial,2640485.684745891
1.345739,158.882938,225,7.188304870011055,0,Agricultural,626016.8539558728
73.9586565,-178.138148,974,45.24558020369473,9,Residential,3936939.2905185744
-4.289475,-24.961502,236,45.260066399907615,8,Agricultural,859486.1925631121
-59.744911,89.886685,463,31.923704216412002,2,Industrial,660466.5893038636
28.663727,-87.226522,893,9.858775349575138,6,Industrial,3954784.032165788
-85.906523,-15.450728,843,35.879442901886705,8,Agricultural,3167506.9616577975
-84.1327985,75.681889,567,38.30917226618627,2,Commercial,749612.6603938475
-13.112071,-52.514727,246,5.586800132906056,10,Commercial,1864647.2189726946
-57.3877265,-177.756444,166,41.1176665706303,5,Industrial,412743.88156966626
-8.8720635,-51.765820,344,49.92739587265599,4,Commercial,688200.0971159805
-7.809490,124.577250,337,24.929487408104638,5,Agricultural,944362.5585903066
-52.2277715,96.592828,952,19.58333963154839,3,Commercial,2114655.0064610494
9.0093345,-22.346460,969,14.48501322059031,4,Industrial,2888334.574505704
-19.111938,-46.922660,816,5.868243616899347,4,Commercial,4086670.6346617443
67.0412705,23.163537,668,20.927189873998596,10,Industrial,3310403.9176038345
-29.850969,78.332586,638,15.693473723589186,5,Residential,2089076.8384835143
-67.699189,-73.942072,361,15.757525267130466,4,Agricultural,1035793.7758374162
-86.7551365,-104.308918,483,2.644750876606559,10,Commercial,5584517.931062983
0.1412135,94.761667,68,31.737324876124536,2,Agricultural,97251.75279606208
62.991418,47.496520,839,16.328153480542653,2,Agricultural,1698872.848616703
-25.240298,-46.203549,465,49.152633452219156,0,Residential,189206.54595323862
-51.2824285,-160.068997,798,19.537804685429855,3,Agricultural,1774477.8558781496
55.108822,72.184768,104,23.83837432754165,10,Industrial,503254.2721001269
-26.703868,-12.672686,815,46.9894464818399,6,Agricultural,2302886.401530597
31.160729,-40.146798,193,11.945482397519406,4,Residential,631934.7108092986
-16.7662815,68.479545,558,49.67111945111865,9,Industrial,2233477.8434495027
-57.683975,-20.365657,295,36.293852126247614,7,Commercial,988561.967230068
-1.3583905,-48.258338,473,15.999322116122391,4,Commercial,1348075.0509890188
-60.164466,-2.343518,457,28.74969723176041,9,Residential,1963116.3914777804
-56.941733,-49.675582,831,4.949416446992395,8,Residential,6017171.6271600975
53.6082245,-132.309095,161,49.2903958441108,4,Agricultural,322927.12803086016
-21.235451,-10.014624,528,35.473261061684056,6,Agricultural,1564889.010932413
14.004920,61.539478,461,19.527538733314078,3,Residential,1025353.7171640907
15.758224,-161.748800,608,36.87744956533461,0,Commercial,329740.80754843185
78.2175075,-64.604162,754,46.15821816196754,9,Agricultural,3041102.385847843
-65.871777,8.150501,981,44.453456304776786,7,Industrial,3188160.5067170383
64.2980075,49.160683,976,9.449176973770422,10,Industrial,5969788.380743081
-49.254779,12.690338,929,26.61144847095182,0,Industrial,698195.7415914927
-2.6191025,-55.932202,509,30.462545246484947,10,Commercial,2370180.8741728393
-74.408846,57.624428,224,42.12372123787133,10,Commercial,1002353.3768705187
81.8770475,-112.251387,311,49.668759900449245,3,Residential,498429.62144548615
68.0779585,3.910227,201,31.5611159579754,3,Residential,368571.9219989799
76.049613,-10.929368,792,21.753294436688417,7,Residential,2945765.5680293078
34.2341975,49.993023,150,36.726265500418315,5,Agricultural,381685.40849779104
40.251065,58.251307,272,44.83942122180363,8,Residential,991721.8157542752
82.3778765,170.696237,716,34.304404232580275,8,Commercial,2708639.110818305
36.719571,-79.896164,360,46.59030329141815,7,Industrial,1162538.5947578973
30.8120815,109.708768,188,8.250370548688966,7,Agricultural,982137.1063288166
-47.5756565,-31.831327,789,32.0210829682901,8,Agricultural,3017600.322076135
46.8464215,-20.987474,575,31.081063122765194,2,Commercial,830000.2137821622
0.839934,77.069878,592,10.583530569111232,8,Residential,3013119.30852223
81.4015225,-126.548387,558,40.98620853769008,3,Commercial,941886.7129741337
-57.8208715,149.618507,598,31.12247523894126,0,Industrial,384288.2003496731
-71.8735835,84.442824,354,42.24497825303961,2,Commercial,450793.8843569077
-75.6247735,-104.945299,323,37.1834975231795,9,Residential,1336532.9845309188
23.348309,-86.777147,221,48.358930832329555,10,Residential,975399.8701775491
27.216489,-96.828646,299,42.79850775273221,8,Commercial,1096524.4977453274
-39.212117,165.313265,671,26.430420324431633,9,Residential,2923348.2626182404
52.211052,64.137738,968,46.26893492080985,8,Industrial,3516023.2905541267
65.7690765,158.493006,995,10.713168970493015,0,Agricultural,1857526.9422903734
-49.6707165,-49.748822,306,36.13377055567712,10,Residential,1393370.644299906
4.496153,-125.607237,583,32.78928654615445,6,Residential,1754803.955688005
-37.3490675,-163.238914,916,25.553330506277327,4,Industrial,2182531.9864390898
-70.1539485,17.819732,714,49.513366932876565,1,Agricultural,574006.9673419476
-31.134277,-126.597798,952,9.882211020084895,4,Commercial,3449894.336045096
86.3316345,46.627191,842,24.694612695902194,5,Industrial,2365930.1119387234
41.406536,-163.266764,157,8.596441949265738,1,Commercial,428067.39999311016
54.135661,42.560647,444,27.25641647499658,8,Agricultural,1746594.845707101
-49.0377145,51.876542,744,15.819243380492917,2,Industrial,1535826.5294804731
-39.700190,40.598089,249,7.693832149852341,1,Agricultural,746871.7240257931
19.0449755,91.676783,452,40.459187429745725,9,Residential,1850635.0360025708
-69.3450115,-67.098361,946,7.82210424601082,5,Commercial,4310786.480587877
15.6898405,50.439483,449,1.2501737501767365,1,Residential,7362601.561767315
-57.5327665,157.142830,567,6.534051653981911,8,Industrial,3549923.4700492914
83.8424045,-26.044811,766,45.43876205508076,8,Industrial,2788357.072664725
14.4474535,177.574257,828,34.57625022016951,8,Residential,3128541.466889894
70.433714,67.061148,453,25.02823679285985,10,Commercial,2173991.1412451025
-20.0160055,-39.468459,205,31.321038154506617,7,Industrial,704902.4298548059
86.243630,-153.931703,188,40.08896362329249,0,Residential,93791.39943182179
-73.458129,29.837671,55,22.91039818350741,10,Industrial,268013.13321528654
-17.8960525,170.279328,797,39.01934969117936,2,Commercial,1046115.2655325615
39.042649,154.595192,378,49.15916562227364,6,Agricultural,1060986.1740390204
29.4109985,140.627046,323,18.034477861132224,4,Residential,875002.7741386704
-71.253677,-112.919700,599,6.80608201610458,2,Commercial,2239390.366741522
-62.244402,179.209939,444,10.567661185030051,5,Residential,1728299.4612071062
-68.547684,86.878154,348,39.162921618751824,1,Commercial,316919.1208499481
84.0115365,177.980735,92,9.831000191855646,1,Commercial,223963.0519877644
43.3967035,-155.035320,699,23.26589861141355,4,Agricultural,1719279.4344673124
54.043388,-117.258147,825,14.356491557714014,9,Agricultural,4119305.8686148315
19.1745025,85.973353,340,30.199773535789724,4,Agricultural,769167.2514014493
-21.296037,-116.743996,726,2.2553385277793376,9,Agricultural,9051657.888496567
18.750621,9.526688,112,12.396252979792662,8,Commercial,539099.764973453
-63.9352835,-1.284414,586,9.553334483243988,1,Industrial,1461196.7818520558
-65.389466,108.904259,716,26.729874221027945,1,Residential,822130.1677362439
-6.642277,-67.317940,252,47.539804350376805,1,Industrial,206816.4228454603
-61.372893,-168.539492,328,10.806284590108415,2,Agricultural,869454.1586517838
10.423010,-149.135109,851,23.39536728049284,4,Residential,2089094.4563144925
39.2188165,-57.794317,443,7.528319394664392,4,Agricultural,1885689.4935939384
36.432662,-22.709842,325,15.48912724079438,7,Commercial,1329649.2093421943
-15.2896455,-179.063348,925,33.22289769343244,0,Agricultural,556844.865571648
-6.305380,93.324439,139,15.872963625113222,10,Industrial,731140.5764958509
-12.8145245,-108.378614,880,4.897231653593124,2,Agricultural,4297867.156985884
64.0533925,-69.797507,694,21.89182075386553,2,Agricultural,1189226.7516373277
-36.168181,166.987499,226,46.55140487857022,1,Residential,187496.96220319156
65.748804,-5.493078,265,11.533375129710684,8,Commercial,1307535.9069130488
-39.487521,-177.064267,92,39.28161296055581,7,Agricultural,304441.2537399525
39.5564205,-133.498948,944,6.407983328478344,3,Residential,4079124.7689945684
13.623122,-158.475529,412,15.075121869446768,4,Commercial,1205795.9128795022
51.0323085,111.971111,915,38.39335177495643,10,Residential,4136645.0219628103
23.658836,2.099744,609,18.018854855973085,9,Residential,2868358.605436152
60.099963,69.121252,398,16.462543226943488,9,Commercial,1916321.889070714
84.7188775,160.978657,488,1.6185024237011771,3,Industrial,6615865.915623975
-11.3940385,-5.694175,718,14.4100704413594,6,Residential,2719725.3159890403
-17.1513315,-37.317612,297,28.160578298875077,8,Agricultural,1161333.1682381425
-88.2573565,39.505664,367,32.63966835250443,2,Residential,518479.73593141016
59.515194,-168.812113,849,9.032442929904576,0,Agricultural,1879890.0952678798
-86.375493,-174.857195,126,10.38590434773417,0,Agricultural,242636.5500419588
-78.454607,111.197323,508,16.899877721558124,5,Commercial,1617187.781793209
-65.476514,-96.661324,156,40.59697799482535,3,Agricultural,264053.01108860096
-61.155370,117.045618,595,1.9976862917971892,0,Residential,5956891.254078906
-3.802145,-15.190098,955,11.452166458396114,6,Agricultural,3959806.7044682982
-72.345274,-83.182219,937,35.78480848598664,0,Industrial,523685.9101073183
29.656441,-114.785483,82,31.936611269811124,2,Residential,116951.72251510136
-35.740826,-104.733968,387,17.682302575270594,1,Agricultural,592525.7977037843
-75.8782995,15.980966,582,21.532063936939352,5,Agricultural,1704589.1434323203
88.4265475,47.036242,584,21.81520435452867,2,Agricultural,1002606.3986833715
66.0019975,10.734757,296,38.25260359605244,1,Industrial,273160.70759823854
22.220097,-27.393581,494,47.086054300707566,0,Residential,209828.5818748574
-73.828564,-156.174908,895,37.29059904308802,5,Residential,2270013.742319268
-26.793848,21.505067,740,29.047576008756803,8,Agricultural,2877508.951643274
-56.938257,-169.098759,752,36.76801098005324,10,Residential,3417051.226843879
-70.5350645,-30.890292,431,19.848910510164316,0,Commercial,434280.7629459477
-82.817637,87.473994,847,0.6710564211737902,5,Agricultural,26937779.010964684
-77.222642,138.758826,420,40.46154910701283,1,Commercial,375604.5081166728
52.740831,33.291472,82,47.02109852153779,10,Agricultural,362877.9601405698
-69.072582,-167.517294,598,42.99500580825651,1,Commercial,517371.8428725801
-86.124831,8.316089,344,24.480467325867064,10,Residential,1657040.386542389
-35.572645,141.380756,983,7.4574523493521845,1,Commercial,3029489.054090681
22.1625895,-125.300408,937,45.18915004120095,8,Residential,3413101.316198997
-73.746494,35.197443,679,5.668701748829239,2,Commercial,2938810.247585294
14.691291,62.954509,348,36.618530388861394,2,Agricultural,468467.7041402265
17.266471,95.740090,904,28.938974095127325,8,Commercial,3517562.990580384
-58.591510,112.665066,840,11.00583811826622,5,Commercial,3206462.5755413664
-76.3939325,-93.406023,132,7.473545185070881,5,Commercial,617246.0077010911
-25.6693585,86.200602,596,37.566441936664276,1,Commercial,555704.4713709302
38.804369,89.022266,400,27.835050991727268,0,Agricultural,287407.41313452757
-87.6729065,-107.422046,667,49.51926005523578,7,Commercial,2136990.131943006
-64.1397675,80.655974,310,42.21709263286599,4,Industrial,642859.9473184305
-14.2649705,132.099880,863,42.91909420126552,6,Commercial,2473352.0099902544
85.2042075,-90.117753,396,23.30081722460388,8,Commercial,1607102.2413530238
-87.3612925,19.930900,484,18.019241991006833,7,Agricultural,1892403.5074966617
62.997088,89.719044,399,9.409627053153647,5,Industrial,1646067.6178686055
42.560356,-5.400948,279,38.97414250561669,4,Residential,589571.8478269496
2.4057345,-17.731097,260,41.872217546598186,8,Commercial,956187.3563112126
-62.817599,-43.439657,216,21.872536837371772,4,Commercial,543107.9540210799
12.5880455,-159.830964,152,6.801699477888336,9,Agricultural,994147.1210662489
-84.6706425,111.305408,707,9.598468858042692,10,Agricultural,4301151.6254440835
-4.9744625,-158.835364,590,12.096639399184545,3,Commercial,1683477.5364135809
-79.200085,-13.072037,802,7.137214767633034,9,Industrial,5134575.2748398045
40.607700,-65.168359,594,48.83234933647173,3,Commercial,956081.352657082
72.343758,72.633956,264,24.85692063102513,1,Industrial,318015.69212759903
-74.7590445,171.063081,67,9.395661099525856,3,Agricultural,223019.02231314217
11.1403945,48.091178,523,27.062948764763537,10,Agricultural,2478506.292825677
20.936828,33.639627,531,25.905220862006008,9,Residential,2321555.9720633714
72.062259,-11.241246,394,0.9739691463193758,4,Residential,8721005.364429127
20.469512,90.044290,659,19.259991249835476,3,Agricultural,1475120.1447514982
-44.6268775,75.867020,51,26.643830564284787,7,Residential,181082.78360872323
-12.9061845,-131.329795,462,3.1455328877197575,8,Industrial,4415899.091512666
-33.0903555,-174.982754,253,25.746046757655172,8,Industrial,1006135.0272074485
-60.6545095,8.167516,413,10.537025922940149,1,Agricultural,949102.4085550708
-12.761207,107.277683,684,29.11834315956598,0,Agricultural,469806.95038295246
85.5265805,-40.700091,825,29.336260892366727,3,Residential,1552443.86633108
17.8285715,146.833277,986,36.70968114726811,8,Residential,3692387.9946570317
65.389150,-143.122099,538,8.290010436725883,4,Residential,2158747.7024940434
-85.454536,95.515293,114,18.964649240965137,6,Residential,393823.6841309473
48.442273,22.572988,345,46.450511985447704,7,Agricultural,1114545.1872341402
84.347272,-131.831167,111,47.229518082144175,1,Residential,91404.50248378259
-79.8795035,171.194389,417,40.5499152833,9,Industrial,1706872.4395533998
-77.005012,95.733805,130,11.25617549108519,4,Agricultural,438984.3163034533
37.608006,9.663846,82,13.609068048218063,8,Commercial,382907.88446272316
75.1697285,152.842370,72,43.93788152981356,1,Commercial,61573.541870080924
12.1610245,72.510703,849,42.52904588135849,9,Industrial,3455656.546863722
-30.6828725,158.193828,146,42.77567911563362,6,Commercial,418663.08922195004
-79.1972495,60.266227,59,1.559549822651517,10,Agricultural,992628.6006777176
-40.095701,58.551439,707,3.5080224388085486,8,Residential,6293160.990457762
-81.635160,-34.424953,674,12.378098149961142,8,Residential,3245820.2870173818
