Entry ID,Waste Amount (ton),Latitude,Longitude,Date of Record,Waste Type,Source,Disposal Method,Comments
337,82.68,-41.350114,128.424189,2023-01-12,Organic,Commercial,Composted,
338,218.2,-34.278528,-73.922447,2023-06-08,Plastic,Commercial,Landfill,
339,162.13,-27.0372915,43.091679,2023-03-23,Plastic,Residential,Landfill,
340,105.45,61.157475,43.748676,2023-06-10,Metal,Agricultural,Composted,
341,386.83,82.849417,61.700780,2023-09-23,Hazardous,Commercial,Incinerated,
342,47.08,57.126266,-93.302591,2023-08-07,Plastic,Commercial,Composted,
343,18.94,-46.661358,-45.362391,2023-02-14,Organic,Agricultural,Incinerated,
344,249.13,-64.452145,-55.720031,2023-03-21,Plastic,Commercial,Composted,
345,495.7,22.927960,171.652327,2023-07-11,Organic,Industrial,Incinerated,Stay wrong what newspaper reach maybe.
346,76.13,35.3233485,105.152767,2023-02-19,Hazardous,Commercial,Landfill,
347,211.1,-40.7392065,-171.512054,2023-06-19,Hazardous,Residential,Incinerated,
348,178.79,82.0139335,81.981742,2023-01-27,Glass,Industrial,Incinerated,
349,228.82,16.2266835,128.771445,2023-04-25,Organic,Industrial,Recycled,
350,36.26,63.843847,17.356469,2023-08-02,Organic,Residential,Landfill,Office ago party do foot exist tax.
351,130.49,-68.0055985,-108.128589,2023-03-09,Plastic,Agricultural,Landfill,
352,467.14,-13.019219,146.312175,2023-02-09,Electronic,Industrial,Composted,
353,340.33,55.142999,-67.897071,2023-03-02,Plastic,Agricultural,Landfill,
354,78.55,34.8664765,178.313551,2023-08-17,Electronic,Residential,Landfill,
355,95.52,21.934824,90.019274,2023-02-28,Electronic,Commercial,Recycled,
356,196.07,44.955802,-113.136738,2023-01-25,Organic,Industrial,Composted,
357,129.3,17.505828,87.067334,2023-04-18,Hazardous,Commercial,Composted,
358,427.72,34.7844815,43.437902,2023-08-16,Glass,Residential,Landfill,
359,101.59,12.184921,110.269715,2023-09-07,Plastic,Commercial,Incinerated,
360,236.55,-9.2981895,-82.057217,2023-02-10,Electronic,Commercial,Landfill,
361,471.73,69.418613,143.812113,2023-09-06,Plastic,Agricultural,Incinerated,
362,298.22,-31.5972175,138.285771,2023-06-17,Metal,Commercial,Incinerated,
363,396.12,-66.513046,101.544087,2023-08-25,Glass,Residential,Composted,
364,29.92,48.861667,-10.261755,2023-01-06,Plastic,Residential,Composted,
365,288.53,-15.1645035,-149.648063,2023-01-20,Glass,Commercial,Composted,Often conference would challenge treat.
366,28.35,-2.791536,13.510006,2023-05-15,Hazardous,Industrial,Recycled,
367,343.06,51.4596825,-157.186951,2023-08-08,Organic,Agricultural,Recycled,
368,356.68,10.636338,55.725479,2023-06-29,Hazardous,Agricultural,Recycled,
369,299.82,47.961334,98.780295,2023-02-08,Plastic,Residential,Incinerated,
370,244.33,76.344793,37.128522,2023-08-21,Glass,Commercial,Landfill,Lead current big break above board.
371,41.03,66.1015505,55.578419,2023-07-19,Metal,Industrial,Incinerated,
372,18.07,-34.0070055,-59.269170,2023-05-31,Organic,Agricultural,Incinerated,
373,174.9,-64.665078,141.384722,2023-04-17,Organic,Agricultural,Incinerated,Manager prevent but success wind close son.
374,289.01,-72.542301,119.160226,2023-08-26,Plastic,Industrial,Recycled,
375,474.21,73.8501225,68.880664,2023-06-24,Glass,Agricultural,Recycled,
376,384.52,-73.425979,-107.274568,2023-02-15,Organic,Industrial,Composted,
377,6.04,-17.295771,64.356613,2023-06-11,Hazardous,Industrial,Incinerated,Avoid full individual still nation.
378,358.11,1.056098,-4.215046,2023-01-19,Hazardous,Industrial,Recycled,
379,299.2,4.685621,139.386339,2023-08-06,Hazardous,Residential,Landfill,
380,155.56,-71.6259305,63.266492,2023-07-31,Electronic,Agricultural,Landfill,
381,8.51,-13.7731565,59.902588,2023-04-07,Metal,Residential,Incinerated,Happen would only nature forget as.
382,282.79,48.5474205,170.035014,2023-02-17,Glass,Agricultural,Incinerated,
383,88.13,-20.0448595,64.993029,2023-07-19,Electronic,Residential,Incinerated,Difference build we professor themselves generation speak.
384,142.28,-58.5375195,43.053749,2023-06-12,Organic,Residential,Recycled,
385,436.9,5.7382985,44.253972,2023-03-18,Metal,Agricultural,Recycled,
386,476.53,52.5507465,147.900057,2023-05-02,Hazardous,Agricultural,Incinerated,
387,320.73,8.851280,-54.448124,2023-08-17,Metal,Residential,Composted,
388,305.21,-18.8377475,48.088063,2023-03-29,Hazardous,Residential,Recycled,
389,453.41,65.6430925,-56.300061,2023-02-11,Plastic,Residential,Landfill,
390,35.55,-54.625335,-90.155501,2023-07-12,Electronic,Agricultural,Incinerated,
391,148.48,69.669922,62.995118,2023-03-30,Organic,Industrial,Composted,
392,94.8,-45.012524,40.306008,2023-01-04,Electronic,Commercial,Composted,Itself radio institution any reach according spend strong.
393,163.58,9.801200,70.089404,2023-09-07,Plastic,Residential,Incinerated,
394,14.37,-52.3148215,-51.405523,2023-05-07,Organic,Agricultural,Recycled,
395,459.23,61.653795,-120.776843,2023-09-16,Metal,Agricultural,Recycled,
396,391.73,-14.794011,125.567640,2023-01-06,Metal,Residential,Composted,
397,371.0,89.562497,-122.198372,2023-04-30,Organic,Residential,Composted,
398,415.67,19.9902105,158.178601,2023-01-04,Glass,Agricultural,Composted,
399,93.6,-57.1554795,-43.271174,2023-03-27,Metal,Commercial,Incinerated,
400,59.12,63.8085285,18.722358,2023-01-15,Electronic,Residential,Incinerated,
401,258.47,52.540838,77.476760,2023-09-09,Hazardous,Industrial,Recycled,
402,45.93,17.534489,105.321004,2023-01-25,Metal,Commercial,Composted,
403,280.28,17.988676,-129.658571,2023-09-08,Plastic,Agricultural,Incinerated,
404,235.7,-25.649051,36.244995,2023-06-26,Electronic,Industrial,Composted,
405,64.47,-45.4832585,10.379860,2023-07-19,Metal,Commercial,Landfill,
406,376.75,-43.766401,89.952152,2023-01-10,Electronic,Agricultural,Landfill,A police party professional bill.
407,370.8,-6.0054145,18.997202,2023-05-27,Plastic,Agricultural,Composted,
408,350.63,60.0392245,32.748471,2023-04-14,Hazardous,Agricultural,Incinerated,
409,226.72,-14.722757,64.979842,2023-02-03,Glass,Industrial,Landfill,
410,170.79,67.1852595,-63.087416,2023-06-28,Organic,Agricultural,Incinerated,
411,285.38,68.272459,-77.417142,2023-09-20,Hazardous,Residential,Incinerated,Any wrong medical throw.
412,112.22,-81.8918985,-30.167624,2023-08-04,Electronic,Agricultural,Landfill,
413,301.09,67.789506,21.171885,2023-05-06,Glass,Commercial,Composted,
414,216.0,-51.225189,157.273395,2023-06-13,Plastic,Residential,Recycled,
415,273.71,-29.9663885,63.328475,2023-01-27,Hazardous,Agricultural,Landfill,With around child moment different realize.
416,123.42,-20.4648705,133.454411,2023-07-07,Electronic,Residential,Composted,
417,383.63,49.122853,16.659445,2023-02-08,Glass,Industrial,Landfill,
418,427.58,-16.983137,131.162630,2023-04-08,Hazardous,Commercial,Composted,Talk rate government new discuss.
419,323.76,-9.8973495,-104.236816,2023-03-30,Glass,Residential,Recycled,
420,53.76,-10.2059355,-116.810117,2023-09-18,Plastic,Industrial,Landfill,
421,248.43,-84.1269635,-175.834246,2023-06-07,Electronic,Residential,Landfill,
422,266.71,46.957393,-99.110757,2023-08-20,Plastic,Residential,Recycled,
423,90.62,-0.478456,82.434010,2023-09-15,Electronic,Industrial,Landfill,
424,278.04,-7.091397,-63.639408,2023-02-04,Organic,Industrial,Composted,
425,52.76,-23.1469135,57.798474,2023-07-09,Electronic,Residential,Landfill,
426,334.86,-45.331398,46.568915,2023-05-14,Plastic,Industrial,Recycled,
427,76.09,78.879661,169.101584,2023-02-23,Electronic,Industrial,Incinerated,Language then example full because agent.
428,418.68,-29.3399895,-115.343665,2023-06-12,Plastic,Residential,Incinerated,
429,168.32,19.600070,142.755313,2023-03-04,Glass,Agricultural,Composted,
430,348.9,89.523761,-17.705209,2023-09-23,Glass,Agricultural,Composted,
431,298.64,-23.3593845,-39.591831,2023-08-06,Metal,Agricultural,Composted,
432,406.08,-9.955991,147.308272,2023-07-19,Glass,Commercial,Composted,
433,253.35,26.520399,-73.339604,2023-07-22,Plastic,Residential,Composted,
434,122.41,34.288312,-29.753186,2023-01-06,Glass,Agricultural,Landfill,
435,38.94,8.357274,159.864355,2023-09-07,Hazardous,Residential,Landfill,
436,281.79,7.8280085,57.530623,2023-02-21,Organic,Agricultural,Composted,
437,169.01,-6.4515535,0.243444,2023-04-27,Plastic,Commercial,Incinerated,
438,254.93,49.369340,73.316113,2023-05-28,Organic,Agricultural,Composted,
439,412.16,-5.922721,46.350547,2023-08-08,Hazardous,Residential,Recycled,
440,76.73,37.4907555,-46.885618,2023-01-28,Electronic,Commercial,Recycled,
441,32.5,-68.6859535,98.928423,2023-04-01,Electronic,Industrial,Incinerated,
442,359.96,-80.779252,32.582682,2023-07-03,Organic,Agricultural,Incinerated,
443,44.63,-78.060296,46.478636,2023-09-28,Glass,Agricultural,Composted,
444,438.66,-14.5932115,31.261433,2023-04-18,Electronic,Commercial,Recycled,
445,248.85,11.3602415,-53.103310,2023-08-19,Glass,Residential,Recycled,Lead dream age difficult recently rest.
446,371.48,18.060402,-175.409929,2023-09-20,Hazardous,Agricultural,Recycled,
447,38.2,34.0641755,141.571073,2023-09-04,Glass,Commercial,Landfill,Personal group coach southern everybody chair might.
448,85.9,-67.3843225,28.840665,2023-05-05,Organic,Residential,Recycled,
449,306.85,54.3753665,103.897832,2023-06-27,Glass,Residential,Composted,
450,425.38,-28.842506,-28.148104,2023-02-15,Glass,Industrial,Recycled,
451,31.97,-62.111290,-128.652428,2023-01-09,Plastic,Industrial,Landfill,
452,123.94,39.979443,-20.222036,2023-08-31,Hazardous,Industrial,Landfill,
453,373.9,36.4257695,105.884967,2023-08-04,Hazardous,Industrial,Landfill,
454,274.15,1.620427,-153.246993,2023-02-26,Glass,Residential,Incinerated,
455,347.86,30.521047,-12.737386,2023-08-08,Electronic,Commercial,Recycled,
456,313.95,-56.4411445,-126.875660,2023-02-05,Organic,Residential,Recycled,
457,274.4,-29.775045,-47.772620,2023-09-25,Electronic,Industrial,Landfill,
458,269.43,29.6399685,-117.068805,2023-05-03,Organic,Industrial,Composted,
459,201.26,-29.8278525,-7.021510,2023-06-22,Glass,Industrial,Composted,
460,12.58,-28.9699585,137.127958,2023-07-07,Hazardous,Agricultural,Recycled,
461,431.46,13.9187975,25.018053,2023-01-29,Organic,Industrial,Landfill,
462,98.5,84.5881725,-24.113785,2023-08-25,Organic,Industrial,Landfill,
463,182.35,50.8912025,176.927000,2023-07-21,Plastic,Agricultural,Composted,
464,156.31,89.783366,56.045669,2023-04-05,Electronic,Commercial,Recycled,
465,237.62,73.7801625,26.739819,2023-03-25,Plastic,Agricultural,Incinerated,Form north top identify glass training.
466,433.55,-55.830340,133.764132,2023-03-13,Organic,Agricultural,Recycled,
467,376.42,83.1922175,-91.764796,2023-03-01,Glass,Agricultural,Landfill,
468,253.97,54.9400665,54.056098,2023-05-13,Glass,Agricultural,Recycled,
469,341.84,-52.580910,-66.312210,2023-04-22,Glass,Agricultural,Recycled,
470,141.59,79.100834,36.166013,2023-02-16,Organic,Residential,Landfill,
471,102.05,38.722474,-165.205287,2023-03-01,Organic,Industrial,Recycled,
472,456.59,-71.1031435,-174.148645,2023-02-04,Hazardous,Commercial,Composted,
473,486.05,-6.178802,-12.916987,2023-07-17,Hazardous,Industrial,Composted,
474,472.09,-56.957401,131.890963,2023-06-04,Glass,Commercial,Landfill,
475,417.67,-67.728387,-87.206227,2023-09-05,Metal,Commercial,Composted,
476,43.25,16.082125,-4.389243,2023-04-28,Hazardous,Industrial,Landfill,Relate lose hundred process face heart.
477,237.5,89.776587,-115.177700,2023-01-17,Organic,Commercial,Incinerated,
478,85.36,18.0440405,41.032308,2023-09-02,Glass,Residential,Recycled,
479,466.68,21.030561,-76.272125,2023-09-15,Electronic,Residential,Landfill,
480,10.97,76.203212,-143.972440,2023-08-11,Metal,Industrial,Landfill,
481,409.81,26.838705,-26.016417,2023-03-14,Plastic,Residential,Recycled,
482,384.88,83.497374,-115.451411,2023-06-14,Plastic,Industrial,Recycled,Begin between sing reason old.
483,339.97,57.045055,-100.089599,2023-05-21,Glass,Residential,Landfill,
484,187.08,83.3317185,72.122938,2023-01-23,Glass,Commercial,Composted,
485,254.55,39.5753825,-17.798980,2023-07-14,Glass,Residential,Recycled,
486,414.25,14.979394,-3.455082,2023-08-10,Organic,Agricultural,Incinerated,
487,58.91,-9.4845595,56.503926,2023-05-22,Metal,Residential,Recycled,
488,31.38,23.816642,-37.906435,2023-02-15,Plastic,Commercial,Recycled,
489,6.78,48.7746105,-152.076559,2023-08-13,Organic,Agricultural,Recycled,Adult plant increase citizen.
490,79.13,37.8101425,-103.473033,2023-04-11,Metal,Agricultural,Incinerated,
491,145.58,58.7879675,135.768343,2023-04-25,Plastic,Industrial,Landfill,
492,318.31,38.384302,-36.301820,2023-04-17,Plastic,Agricultural,Landfill,
493,6.97,57.3803445,123.700712,2023-01-08,Electronic,Residential,Incinerated,
494,456.26,88.2212425,-54.811398,2023-08-03,Electronic,Agricultural,Recycled,
495,205.69,-74.408932,-126.010383,2023-05-07,Plastic,Residential,Landfill,
496,410.31,25.2646255,-110.278051,2023-09-23,Organic,Agricultural,Composted,
497,420.99,-78.114694,9.891334,2023-05-11,Hazardous,Residential,Composted,
498,282.8,-30.4644415,139.333751,2023-06-07,Hazardous,Residential,Recycled,
499,244.71,49.323350,71.342196,2023-09-16,Glass,Industrial,Composted,
500,455.11,-1.3385035,-97.895399,2023-01-08,Metal,Industrial,Recycled,
501,222.76,13.2416875,84.915258,2023-07-09,Glass,Agricultural,Recycled,
502,292.32,71.423789,-96.014539,2023-05-07,Metal,Residential,Landfill,
503,260.93,52.262085,31.715137,2023-07-13,Electronic,Industrial,Recycled,
504,179.35,-20.8514295,-91.789683,2023-09-08,Metal,Residential,Recycled,
505,248.82,54.6227855,1.499871,2023-02-26,Plastic,Agricultural,Landfill,
506,320.15,-15.284638,48.487090,2023-05-23,Metal,Agricultural,Landfill,
507,84.1,56.5871685,-12.687159,2023-04-28,Electronic,Industrial,Landfill,Most fall clearly size personal hope remember factor.
508,397.12,-57.717758,-85.865550,2023-08-07,Electronic,Agricultural,Incinerated,
509,322.85,-58.967026,99.533423,2023-01-10,Plastic,Residential,Incinerated,
510,74.56,-34.577367,-60.305679,2023-01-26,Hazardous,Agricultural,Landfill,
511,340.35,4.5595345,-168.185535,2023-09-17,Metal,Residential,Recycled,Write within pattern any though theory improve.
512,250.79,55.2134765,-102.583113,2023-05-08,Organic,Residential,Landfill,
513,489.45,-50.785499,12.383464,2023-08-17,Metal,Agricultural,Composted,Break science film community.
514,314.93,-20.5300825,-72.218859,2023-01-16,Electronic,Residential,Incinerated,
515,262.15,66.8692855,87.229142,2023-01-03,Hazardous,Agricultural,Landfill,
516,476.12,63.506199,19.401393,2023-05-19,Metal,Industrial,Incinerated,
517,324.0,-52.480879,-60.494501,2023-05-03,Organic,Commercial,Recycled,
518,88.43,44.887177,149.506343,2023-09-19,Organic,Commercial,Composted,
519,25.55,28.357820,86.826768,2023-09-17,Hazardous,Commercial,Composted,
520,423.13,10.616365,138.033332,2023-02-20,Organic,Residential,Recycled,Hot imagine he check small road.
521,158.64,25.825975,-63.748805,2023-09-20,Glass,Agricultural,Landfill,
522,188.33,69.703496,169.404387,2023-06-02,Electronic,Residential,Incinerated,
523,281.77,-41.920831,61.333032,2023-05-17,Plastic,Commercial,Composted,
524,49.84,60.7830395,79.502329,2023-05-20,Organic,Agricultural,Composted,
525,433.9,-4.9445045,176.257991,2023-07-04,Organic,Agricultural,Incinerated,
526,428.89,-30.0935555,-106.568781,2023-01-08,Organic,Residential,Composted,
527,372.22,-47.2411565,-160.882589,2023-07-18,Hazardous,Industrial,Landfill,
528,355.15,-74.746401,-115.670486,2023-06-22,Plastic,Commercial,Recycled,
529,449.16,50.884722,104.026546,2023-06-06,Hazardous,Agricultural,Incinerated,
530,425.14,-78.013754,-128.249588,2023-07-19,Electronic,Industrial,Incinerated,
531,137.47,18.274818,52.248158,2023-06-02,Electronic,Commercial,Composted,Score break last conference market.
532,247.34,64.1719415,155.189273,2023-01-30,Organic,Industrial,Recycled,
533,172.87,85.342341,-175.205405,2023-02-15,Electronic,Industrial,Landfill,
534,83.44,-70.985289,-171.281525,2023-01-28,Electronic,Agricultural,Landfill,Coach affect surface watch.
535,231.24,25.848433,140.417840,2023-08-04,Plastic,Commercial,Composted,
536,387.84,84.222692,3.813699,2023-01-12,Hazardous,Industrial,Composted,
537,341.22,-10.718595,-44.792159,2023-07-04,Metal,Agricultural,Composted,
538,96.8,36.546482,40.686727,2023-01-12,Glass,Industrial,Landfill,
539,365.12,-78.894065,41.036550,2023-06-24,Organic,Residential,Incinerated,
540,204.12,-79.1431115,11.774028,2023-02-08,Hazardous,Commercial,Recycled,
541,442.15,8.5988045,125.547890,2023-02-25,Organic,Industrial,Recycled,
542,486.15,63.5232185,117.334672,2023-09-12,Plastic,Agricultural,Composted,
543,306.88,-74.6830665,-51.435494,2023-04-14,Glass,Commercial,Composted,List model work television born positive news.
544,418.4,-72.905079,38.129736,2023-02-20,Organic,Commercial,Landfill,
545,227.21,41.5316745,-124.210512,2023-03-27,Hazardous,Industrial,Composted,Dark more sing move I point key order.
546,124.6,52.354746,-75.121635,2023-04-21,Plastic,Commercial,Recycled,
547,401.02,4.360326,45.287278,2023-04-07,Organic,Industrial,Incinerated,
548,91.19,60.2389355,85.942241,2023-08-24,Glass,Industrial,Recycled,Party make inside either system.
549,313.98,16.9912855,-159.611803,2023-05-17,Hazardous,Residential,Recycled,
550,181.74,5.3650905,121.747260,2023-07-02,Metal,Industrial,Composted,
551,48.55,87.8701835,-159.417420,2023-03-29,Hazardous,Residential,Recycled,
552,309.5,-88.5572615,86.045234,2023-02-10,Hazardous,Industrial,Landfill,
553,231.88,28.296417,152.148976,2023-09-18,Metal,Commercial,Recycled,
554,456.08,42.3819415,37.759945,2023-07-18,Glass,Agricultural,Incinerated,
555,399.98,7.750736,41.243326,2023-09-22,Hazardous,Commercial,Incinerated,
556,270.95,-58.199535,-151.271717,2023-08-03,Hazardous,Agricultural,Landfill,Turn pattern reason subject natural employee officer not.
557,452.16,-2.236259,-39.230259,2023-07-23,Metal,Agricultural,Landfill,
558,343.62,-47.2886575,111.509807,2023-03-20,Plastic,Commercial,Landfill,
559,1.47,81.236954,-110.206973,2023-06-19,Organic,Residential,Landfill,
560,296.78,72.583167,132.174981,2023-02-27,Hazardous,Agricultural,Recycled,
561,57.07,42.5522355,-168.126863,2023-07-31,Plastic,Agricultural,Composted,
562,271.55,3.069424,37.634887,2023-05-27,Electronic,Industrial,Landfill,
563,254.44,-61.118926,-117.250443,2023-01-31,Glass,Commercial,Landfill,
564,63.82,67.280492,122.737527,2023-06-04,Hazardous,Agricultural,Incinerated,
565,389.7,-18.3311885,71.373126,2023-05-31,Glass,Agricultural,Landfill,
566,323.75,-52.612042,155.884804,2023-04-08,Plastic,Commercial,Incinerated,
567,56.91,64.6073205,-48.965398,2023-01-17,Glass,Industrial,Recycled,
568,175.34,80.0228835,36.251073,2023-05-01,Organic,Industrial,Landfill,
569,268.17,-1.056726,-44.428169,2023-08-09,Plastic,Residential,Landfill,
570,73.15,-51.2347605,-75.959965,2023-05-04,Organic,Residential,Recycled,
571,76.9,50.482699,13.856891,2023-05-30,Metal,Industrial,Composted,
572,262.46,-25.596358,-49.752676,2023-02-09,Hazardous,Residential,Recycled,
573,299.97,-23.6062795,-34.748055,2023-08-20,Glass,Residential,Incinerated,
574,79.63,-82.4452385,-29.637636,2023-03-14,Plastic,Residential,Incinerated,
575,193.82,-16.2379115,19.335034,2023-03-10,Electronic,Agricultural,Incinerated,
576,437.14,73.156065,-107.167689,2023-01-14,Organic,Commercial,Composted,
577,430.27,-74.987710,7.798980,2023-08-30,Hazardous,Residential,Incinerated,
578,292.84,82.651477,14.490178,2023-02-20,Hazardous,Commercial,Recycled,
579,147.9,31.560962,18.257884,2023-05-26,Glass,Industrial,Incinerated,
580,236.14,45.9524525,-12.148162,2023-03-10,Electronic,Agricultural,Landfill,
581,187.37,20.8780055,-94.446333,2023-09-13,Glass,Residential,Recycled,
582,446.78,-78.299708,78.493865,2023-02-23,Plastic,Residential,Incinerated,
583,51.88,-35.7162715,-149.965667,2023-03-08,Electronic,Industrial,Composted,
584,488.05,18.624763,57.861451,2023-02-28,Metal,Industrial,Incinerated,Laugh cultural general opportunity voice prepare executive.
585,177.75,-75.257920,98.382655,2023-05-22,Metal,Agricultural,Landfill,
586,67.62,66.6058805,-106.406249,2023-03-24,Organic,Agricultural,Composted,
587,254.73,8.4825305,-51.100772,2023-09-17,Metal,Commercial,Incinerated,
588,401.67,-47.115718,142.606059,2023-01-13,Glass,Residential,Composted,
589,496.21,-65.459215,176.678343,2023-07-26,Plastic,Residential,Recycled,
590,293.43,-2.0354165,66.960894,2023-01-20,Glass,Commercial,Incinerated,
591,379.82,45.795882,-65.239596,2023-09-10,Metal,Residential,Incinerated,
592,151.76,82.956900,123.936599,2023-01-28,Organic,Commercial,Recycled,
593,272.85,39.0244265,88.889297,2023-07-23,Metal,Residential,Composted,
594,350.89,-66.8802795,-164.983725,2023-04-11,Plastic,Agricultural,Composted,
595,39.78,-21.6288395,119.799927,2023-03-23,Plastic,Agricultural,Incinerated,
596,132.05,-78.670237,43.730525,2023-04-19,Plastic,Agricultural,Landfill,
597,408.95,-71.763036,136.561257,2023-09-01,Electronic,Residential,Recycled,
598,375.55,-49.213557,80.584470,2023-07-21,Plastic,Agricultural,Landfill,
599,395.09,84.3486335,113.780922,2023-02-20,Hazardous,Agricultural,Recycled,
600,107.38,69.054967,-96.997583,2023-02-11,Organic,Industrial,Incinerated,
601,481.62,-86.702045,-168.383214,2023-05-24,Metal,Residential,Recycled,
602,2.69,28.6476315,72.495275,2023-04-05,Hazardous,Agricultural,Landfill,
603,238.98,56.034261,173.944134,2023-07-03,Glass,Commercial,Landfill,
604,247.48,-2.9680575,-178.576293,2023-03-30,Organic,Industrial,Landfill,
605,119.28,48.384865,161.337474,2023-05-30,Metal,Agricultural,Composted,
606,382.22,-73.1423475,-176.259235,2023-04-17,Hazardous,Industrial,Recycled,
607,268.76,-51.9549965,-118.287038,2023-08-27,Electronic,Agricultural,Recycled,
608,369.77,-46.788074,-35.702845,2023-07-03,Metal,Residential,Composted,
609,122.68,55.657392,-61.140492,2023-05-30,Electronic,Industrial,Recycled,
610,272.57,-39.947101,102.027825,2023-01-31,Hazardous,Agricultural,Incinerated,
611,46.61,84.9896045,-150.006998,2023-01-24,Glass,Agricultural,Incinerated,
612,171.27,71.7153095,123.898018,2023-02-18,Organic,Commercial,Recycled,
613,157.6,80.9098955,41.824444,2023-05-10,Plastic,Commercial,Composted,
614,219.5,-73.5026665,81.961774,2023-08-03,Organic,Industrial,Landfill,Hair brother shoulder bad Mrs when people history.
615,157.54,13.653653,85.885445,2023-07-21,Hazardous,Residential,Incinerated,
616,1.63,5.950112,-38.427569,2023-05-11,Organic,Residential,Recycled,
617,87.79,-41.4136575,91.731884,2023-08-08,Electronic,Commercial,Incinerated,
618,225.04,64.1860445,21.499683,2023-02-27,Metal,Commercial,Incinerated,
619,58.76,58.344609,-48.203994,2023-08-12,Plastic,Industrial,Incinerated,
620,137.6,-61.6610495,-35.193411,2023-05-06,Organic,Industrial,Composted,
621,499.85,72.6103855,172.505520,2023-07-09,Electronic,Residential,Landfill,
622,59.65,-87.565236,-24.011373,2023-03-20,Organic,Residential,Incinerated,
623,424.86,85.0623235,122.379646,2023-09-13,Glass,Industrial,Incinerated,
624,197.05,-86.717236,-65.007159,2023-01-08,Electronic,Residential,Recycled,
625,78.6,-60.053486,125.961717,2023-01-17,Glass,Agricultural,Incinerated,
626,151.76,-44.182162,-116.473658,2023-01-11,Hazardous,Industrial,Landfill,
627,158.29,-52.536503,-172.427182,2023-03-02,Organic,Industrial,Composted,
628,209.04,77.3921535,130.801296,2023-06-04,Glass,Commercial,Composted,
629,433.1,43.6101795,-105.765222,2023-09-10,Glass,Industrial,Landfill,
630,430.38,35.286682,56.839260,2023-07-25,Hazardous,Commercial,Landfill,Two eye travel off avoid usually.
631,410.22,-69.5793645,-18.846098,2023-09-20,Plastic,Residential,Composted,For wish drop purpose child raise doctor defense.
632,205.79,-73.4714665,-1.536390,2023-07-25,Metal,Industrial,Recycled,
633,20.57,55.752089,139.952378,2023-06-09,Glass,Agricultural,Incinerated,
634,243.13,-31.217363,82.182639,2023-03-16,Electronic,Agricultural,Recycled,
635,161.16,-25.464005,124.213243,2023-06-23,Metal,Commercial,Recycled,
636,39.38,-69.502843,49.573235,2023-09-22,Plastic,Residential,Recycled,
637,479.41,18.4376695,-62.628011,2023-09-25,Electronic,Commercial,Landfill,Public gas painting whole late.
638,91.06,18.932172,-159.729319,2023-03-08,Plastic,Residential,Incinerated,
639,17.78,-29.8722475,-109.986165,2023-05-30,Glass,Agricultural,Recycled,
640,380.7,5.986648,-89.267728,2023-02-12,Glass,Residential,Composted,
641,460.2,-1.621365,178.044170,2023-05-01,Metal,Industrial,Incinerated,
642,198.35,-14.418739,-12.735575,2023-02-10,Organic,Commercial,Composted,
643,10.31,39.678137,95.667796,2023-09-13,Metal,Agricultural,Incinerated,
644,12.14,31.9886855,-6.719530,2023-01-26,Electronic,Residential,Recycled,
645,189.59,-65.409911,122.440810,2023-07-28,Metal,Residential,Incinerated,
646,205.77,-8.4509505,27.257163,2023-09-03,Electronic,Residential,Landfill,
647,43.44,81.308295,-35.168147,2023-02-24,Plastic,Residential,Recycled,
648,164.88,63.2513685,-118.505073,2023-09-02,Electronic,Agricultural,Landfill,
649,491.82,64.982856,-139.231743,2023-09-10,Electronic,Industrial,Landfill,
650,60.59,-68.3395965,21.321054,2023-02-23,Electronic,Residential,Landfill,
651,362.86,31.000290,58.609696,2023-05-23,Glass,Residential,Incinerated,
652,297.74,20.610071,143.854188,2023-02-27,Metal,Residential,Composted,
653,133.87,88.6298965,77.337464,2023-08-08,Organic,Agricultural,Recycled,
654,264.25,-42.7027995,-39.995468,2023-01-26,Electronic,Commercial,Composted,
655,399.8,-75.676978,28.819616,2023-04-30,Hazardous,Industrial,Landfill,
656,271.37,-88.7207805,170.354003,2023-04-27,Hazardous,Residential,Recycled,
657,380.6,67.448115,95.634969,2023-05-24,Plastic,Industrial,Recycled,
658,228.48,73.7136185,115.875408,2023-04-21,Organic,Residential,Incinerated,
659,144.83,-5.0505875,78.045340,2023-04-26,Organic,Agricultural,Incinerated,
660,230.16,29.7959115,-112.038317,2023-04-09,Organic,Industrial,Composted,
661,499.24,13.7065575,-17.931489,2023-01-17,Plastic,Residential,Composted,
662,384.02,39.2470165,87.708982,2023-04-17,Plastic,Commercial,Composted,
663,58.45,13.7659995,96.722883,2023-05-14,Organic,Industrial,Incinerated,
664,166.3,-83.1901975,65.356675,2023-03-29,Glass,Agricultural,Recycled,
665,38.05,-70.604709,7.717652,2023-04-12,Metal,Residential,Landfill,
666,125.37,-11.7278835,98.058176,2023-01-17,Metal,Commercial,Composted,
667,221.02,-70.2684915,-108.450731,2023-01-11,Electronic,Commercial,Recycled,
668,204.5,-75.4221225,63.196936,2023-03-10,Electronic,Industrial,Composted,
669,87.1,-83.001797,166.205299,2023-05-11,Electronic,Residential,Landfill,Action industry identify possible home year fear among.
670,197.33,-34.725414,135.543642,2023-07-22,Plastic,Industrial,Landfill,
671,301.12,58.636330,-20.017345,2023-03-17,Organic,Industrial,Landfill,
672,353.58,50.294153,48.235868,2023-06-14,Electronic,Agricultural,Composted,
673,229.15,21.9193095,112.929242,2023-02-18,Plastic,Industrial,Composted,
