product_id,product_name,supplier,latitude,longitude,destination_latitude,destination_longitude,transportation_method,emission_(co2e),date
198,Seagreen Facilitate Clicks-And-Mortar Architectures,"Crane, Robinson and Hicks",81.342645,-160.512987,-68.029261,138.647133,Truck,428.6,2022-03-02
199,Lemonchiffon Synergize E-Business Communities,Brewer-Ortiz,-70.74872,173.412569,-80.0105355,-177.938735,Ship,128.62,2021-06-16
200,Cornsilk Revolutionize Integrated Eyeballs,"Rios, Holland and Jones",87.583453,79.166983,89.7528685,76.694007,Truck,195.67,2021-09-15
201,Azure Transform Intuitive Eyeballs,Scott-Hill,74.4270465,-48.452727,27.5531765,-90.60321,Rail,622.07,2021-06-05
202,Goldenrod Transform Visionary Paradigms,Hogan LLC,30.709998,66.69025,-84.815151,170.189469,Ship,632.7,2020-03-05
203,Goldenrod Transition Clicks-And-Mortar Architectures,Rubio-Daugherty,72.565803,-111.079873,-12.003614,168.460674,Air,469.43,2021-10-25
204,Cadetblue Harness Sticky Applications,Thomas Ltd,-78.5520685,148.489748,55.219643,-92.158177,Ship,574.26,2023-01-29
205,Black Reinvent B2B Supply-Chains,Richardson-Lopez,-0.9670105,111.527817,19.8612465,-99.203924,Ship,545.08,2021-07-01
206,Mediumspringgreen Transform Clicks-And-Mortar E-Tailers,"Brown, Morgan and Parker",-84.7435545,-6.400492,2.3047175,-143.135083,Truck,145.03,2020-01-26
207,Ghostwhite Streamline Visionary Markets,Russell-Gutierrez,49.6069395,117.27464,3.1551405,-120.849577,Rail,238.09,2021-12-20
208,Silver Morph Holistic E-Tailers,Smith Group,-86.97818,16.089415,-17.0888935,-50.360795,Air,764.41,2022-06-06
209,Cornsilk Transition Clicks-And-Mortar Info-Mediaries,"James, Brown and Hamilton",-69.4795705,42.338073,17.8223295,164.970237,Air,78.62,2022-04-21
210,Steelblue Re-Contextualize Interactive Vortals,Allen-Jimenez,41.248969,-34.91231,-18.5556005,81.132521,Rail,380.96,2022-04-25
211,Mediumturquoise Envisioneer Turn-Key Applications,Stanley LLC,82.6252755,-78.452528,-28.1011545,-29.608801,Ship,465.94,2021-12-22
212,Seagreen Transform Dot-Com E-Services,"Berry, Smith and Walker",-59.0127845,110.174715,-9.8151805,-47.544476,Rail,898.15,2021-07-07
213,Mediumspringgreen Deploy Scalable Web-Readiness,Cook LLC,46.760598,-162.332986,-62.416473,-179.51642,Truck,883.06,2022-11-30
214,Whitesmoke Productize Interactive Methodologies,"Anderson, Morgan and Sheppard",-60.0997435,-84.996901,56.8012765,-58.440143,Truck,108.93,2022-05-26
215,Goldenrod Syndicate Global Web Services,"Mccarty, Hopkins and Payne",-2.6249285,-85.966586,-31.7513685,66.718584,Ship,46.64,2022-12-19
216,Pink Aggregate Integrated Paradigms,"Rocha, Nelson and Richardson",43.882057,166.424502,-13.047168,-75.491534,Rail,262.26,2021-03-08
217,Oldlace Extend Best-Of-Breed Applications,Fisher-Lee,-8.4736405,-172.784297,-19.297005,151.962921,Air,369.49,2023-02-17
218,Darkkhaki Synthesize Virtual Eyeballs,"Mccoy, Bauer and Torres",20.937803,46.286937,-57.227329,-2.93101,Truck,370.1,2022-11-29
219,Cyan Disintermediate Innovative Action-Items,Wilson-Torres,-11.0471785,-147.589958,41.569205,-151.274262,Air,985.62,2020-06-27
220,Azure Visualize Impactful Networks,Marquez Inc,-21.5527485,139.871397,73.811341,100.193757,Rail,878.1,2021-07-02
221,Palegreen Incubate Robust Info-Mediaries,Ruiz-Wood,85.8911125,-152.210689,38.731276,68.381378,Rail,639.62,2020-05-03
222,Mediumspringgreen Scale Innovative Metrics,Conley Inc,34.729813,-143.60459,-3.43503,-90.165019,Rail,632.82,2023-01-06
223,Blue Utilize Vertical Interfaces,"Howell, Wright and Mooney",41.1355115,-120.097143,34.1382645,23.588532,Air,591.27,2023-04-03
224,Indianred Productize Best-Of-Breed E-Business,"Baker, Ochoa and Phillips",51.7624175,-155.759223,-84.2826765,116.016788,Truck,789.66,2022-11-07
225,Lightcoral Deploy Enterprise Synergies,"Davis, Taylor and Ashley",-46.5826205,117.029341,-68.998145,-121.829876,Rail,249.37,2020-06-04
226,Lightblue Maximize Proactive Web Services,Medina-Compton,-55.221426,-137.199417,-10.9708475,66.848966,Truck,575.49,2020-01-05
227,Khaki Grow Cross-Media Interfaces,"Santos, Walters and Morales",-9.1045755,-92.153595,40.3130805,-146.289782,Truck,707.25,2022-01-21
228,Darkturquoise Optimize Strategic Platforms,"Harris, Molina and Alvarez",48.3454495,-176.714332,3.353284,-164.015552,Truck,432.25,2021-07-31
229,Lightyellow Architect One-To-One Roi,Jennings Group,-27.86485,66.953937,-61.660146,36.742813,Air,422.06,2021-08-13
230,Rosybrown Expedite Distributed Experiences,Miller and Sons,62.8911325,137.975099,37.833349,-125.533047,Truck,204.03,2022-05-25
231,Lightslategray Extend Real-Time Platforms,"Gibson, Estrada and Morgan",-77.4747,-77.973571,50.3737815,143.405209,Air,365.4,2021-11-28
232,Olivedrab Enhance Bricks-And-Clicks E-Services,Cox-Arnold,27.796191,-153.872248,-55.9431805,42.781067,Truck,696.41,2020-06-30
233,Darkblue Benchmark Wireless Deliverables,"Rios, Scott and Walker",65.569355,101.934801,36.2105455,90.299652,Rail,296.02,2020-05-06
234,Darkorchid Maximize Synergistic Content,Lopez Ltd,2.9814105,-59.274335,6.3076565,88.995576,Air,445.41,2020-09-29
235,Gainsboro Generate Robust Web Services,"Lewis, Davis and Coleman",-5.88578,-17.797227,-13.3159185,146.696064,Air,418.98,2020-10-01
236,Darkseagreen Incentivize Real-Time Relationships,Foster-Bailey,-66.790366,144.343621,-64.0834235,74.823549,Truck,192.42,2020-11-24
237,Salmon Reinvent Open-Source E-Commerce,Jackson-Barker,-74.4250265,155.940507,31.6023175,-46.381487,Air,894.18,2023-07-21
238,Olivedrab Cultivate Front-End Experiences,"Figueroa, Howard and Robertson",-22.042952,131.611322,47.342872,-129.969441,Rail,800.29,2022-09-04
239,Lavender Visualize Next-Generation Supply-Chains,Atkinson Group,72.43114,81.307763,-47.981654,56.912652,Truck,59.0,2021-09-06
240,Red Optimize World-Class Roi,Colon-Velazquez,-29.3667615,110.812145,5.791798,161.25455,Ship,517.14,2021-06-14
241,Darkslategray Empower Robust Metrics,Manning Group,-31.789032,72.748555,-58.0584595,-24.60939,Truck,643.25,2022-05-22
242,Mediumpurple Harness Dynamic Functionalities,"Arroyo, Taylor and Bryant",84.776959,8.212107,42.2110285,163.457888,Truck,929.76,2021-05-19
243,Orange Mesh World-Class Mindshare,King Ltd,71.784573,0.418741,82.3210635,49.484378,Air,617.96,2021-06-05
244,Pink Engineer Web-Enabled Models,Williams Ltd,23.886624,-22.422431,-10.7672905,95.590289,Ship,970.33,2021-07-01
245,Midnightblue Synergize Front-End Solutions,Meyer PLC,-72.1443095,92.043299,-26.5119775,-112.181741,Ship,614.58,2020-07-05
246,Darkkhaki Leverage Integrated Methodologies,Jensen-Garcia,58.2554415,-134.670311,13.2368705,147.103628,Rail,861.47,2022-12-08
247,Firebrick Empower Back-End Solutions,Chavez LLC,-54.851772,-39.632466,71.961253,97.592279,Ship,218.98,2020-05-12
248,Lawngreen Leverage Back-End Experiences,Whitney PLC,67.0269635,78.058223,-66.522815,-137.516676,Rail,745.51,2021-05-20
249,Tomato Engineer Turn-Key Niches,Jenkins-Ewing,-52.9522505,-57.845588,10.2346005,143.348891,Truck,550.11,2020-10-30
250,Firebrick Unleash Cross-Media Paradigms,Underwood-Chavez,36.718111,-86.150265,-19.270028,-80.172773,Rail,407.93,2023-09-13
251,Mediumseagreen Re-Contextualize Global Web Services,"Stokes, Barton and Abbott",-37.9080755,-107.190373,-11.116395,-130.352618,Rail,365.23,2022-02-03
252,Papayawhip Innovate Plug-And-Play Models,Bishop-Warren,-73.356537,27.362887,40.936137,159.594557,Truck,936.35,2023-07-28
253,Chocolate Synthesize Turn-Key Markets,"Harrison, Rodriguez and Scott",-27.963489,10.353149,-67.1489675,-9.691805,Ship,930.66,2023-09-16
254,Lightgoldenrodyellow Enhance Viral Platforms,Jenkins-Lopez,-20.293498,-10.16024,-22.416608,-143.614866,Air,53.06,2023-06-12
255,Powderblue Unleash Turn-Key Infrastructures,"Martin, Davis and Steele",38.664685,-54.202067,-2.2425975,-12.403394,Rail,150.12,2020-12-19
256,Antiquewhite Implement One-To-One Users,Haney and Sons,-11.240551,74.618202,67.518714,81.329976,Truck,257.98,2023-07-26
257,Wheat Redefine Best-Of-Breed Applications,Taylor Group,-65.0820685,-40.324274,45.9981705,105.549786,Truck,865.59,2023-06-12
258,Paleturquoise Envisioneer Cross-Platform Channels,Rice Group,-73.520622,-134.023442,-22.851766,-29.996387,Ship,481.18,2021-04-09
259,Salmon Aggregate Dot-Com Supply-Chains,Hunter-Jordan,-61.6901735,-49.93541,-14.959865,-81.490021,Truck,104.11,2021-01-30
260,Cornsilk Optimize Extensible Web-Readiness,Hawkins-Wood,37.4305235,138.721364,80.680997,30.798123,Rail,569.88,2021-03-16
261,Goldenrod Transition Holistic Paradigms,"Baker, Castro and Mcfarland",-40.508934,115.487292,49.899979,34.860817,Air,592.98,2023-06-27
262,Snow Re-Intermediate Next-Generation Info-Mediaries,"Greer, Smith and Richards",88.9162525,157.480955,-43.227912,-107.739057,Truck,842.12,2022-11-06
263,Rosybrown Utilize Extensible Web Services,Ramirez-Camacho,-25.9489195,-71.528212,-29.0481805,-12.54702,Rail,68.43,2020-06-06
264,Deepskyblue E-Enable Web-Enabled Roi,Reed-Parker,-86.6110175,32.400339,-65.370936,-73.403143,Air,143.65,2020-11-15
265,Firebrick Leverage E-Business Models,Sharp Group,46.967698,134.854843,-22.5058985,124.404636,Rail,716.19,2022-11-24
266,Palegreen Strategize Mission-Critical Initiatives,Riddle Inc,52.9521215,-79.381199,9.1007895,96.848381,Truck,300.45,2021-09-05
267,Lightgreen Deliver Intuitive Schemas,"Hill, Robertson and Yoder",80.276835,139.490209,69.498315,-97.298631,Truck,882.39,2020-06-01
268,Wheat Visualize 24/365 Users,Gray Group,57.3422005,89.569092,2.0471125,-56.329961,Truck,253.32,2021-06-13
269,Olivedrab Envisioneer Integrated E-Tailers,Clark Inc,-38.308835,27.201799,16.5473115,165.577779,Air,229.26,2023-04-16
270,Mediumpurple E-Enable Intuitive Channels,Gray-Hood,-66.576289,-13.667556,69.9128595,88.45195,Air,222.78,2021-05-26
271,Darkgray Mesh Virtual Deliverables,Woodard Group,25.3748255,159.011672,-67.628684,159.562274,Air,877.47,2023-01-10
272,Aqua Engage Extensible Metrics,"Richardson, Martin and Collins",-13.2400015,-80.841953,-50.146411,-20.628421,Air,712.88,2021-05-10
273,Green Brand B2C Channels,Malone Ltd,-60.628746,-144.34629,54.080135,-52.201857,Air,78.1,2020-06-30
274,Magenta Enhance Dynamic Relationships,Scott-Brown,-12.5954835,61.127738,-46.4640495,-82.800752,Truck,868.1,2021-02-28
275,Cornflowerblue Monetize Cross-Media Systems,Strong Inc,38.621027,-57.946361,2.726747,-57.853747,Truck,402.92,2023-06-25
276,Lightgreen Transform World-Class Initiatives,Anthony-Hahn,-82.474189,-93.703994,47.6310425,40.655071,Rail,380.27,2023-04-24
277,Thistle Exploit Cross-Platform Mindshare,"Johnson, Schaefer and Collins",-22.8558125,92.360607,-6.3236895,164.232345,Truck,123.6,2021-08-30
278,Hotpink Envisioneer Dynamic Info-Mediaries,Ray and Sons,-33.6052465,-65.791147,77.1228475,-164.80789,Rail,281.02,2020-07-24
279,Brown Aggregate Ubiquitous Vortals,Savage Ltd,28.217478,79.163414,67.9457865,149.129996,Rail,748.84,2022-02-08
280,Lightblue Seize Best-Of-Breed Networks,Rocha-Smith,-64.0866765,-133.891977,-45.48799,9.569216,Ship,146.81,2020-05-16
281,Mintcream Extend User-Centric Synergies,Novak-Blake,-55.2194,-101.007276,-26.216528,-42.77541,Ship,870.2,2021-11-30
282,Lightpink Generate World-Class Applications,Perez Ltd,-47.9170495,-76.846388,25.0417635,162.536724,Rail,942.0,2020-04-11
283,Orangered Transform Global Vortals,Butler Inc,-1.952361,124.318593,79.3717245,-128.77533,Truck,899.93,2020-04-25
284,White Facilitate Virtual E-Markets,Burke Inc,22.7466635,-132.730055,17.715493,58.173137,Rail,471.95,2020-02-24
285,Salmon Optimize Web-Enabled Action-Items,Mcintosh-Dunn,-73.3738175,-119.261353,62.763493,-144.779375,Air,526.75,2021-10-24
286,Olive Transition Open-Source Schemas,Morris-Brown,86.0723255,-155.367357,38.6750505,138.001825,Rail,417.53,2021-10-11
287,Silver Morph Compelling Deliverables,Chan-Brown,-70.2567985,-137.411521,69.959939,58.398402,Truck,676.6,2023-04-27
288,Ghostwhite Orchestrate Collaborative Interfaces,Fields-Moss,3.857476,-149.902313,-83.3441695,106.873036,Rail,949.69,2021-04-19
289,Palevioletred Incentivize Cross-Media Metrics,Taylor Ltd,-83.9721065,-38.92174,65.971165,149.998391,Ship,309.66,2023-01-04
290,Forestgreen Synthesize Robust E-Tailers,Tran-Miller,-28.7766925,-101.890176,8.853406,18.091352,Truck,703.41,2021-03-22
291,Darkslateblue Morph Proactive Relationships,Bishop-Young,-60.8343315,100.576088,64.6647095,42.438498,Air,711.32,2022-04-11
292,Papayawhip Generate Out-Of-The-Box Web Services,"Ray, Weber and Williams",55.9130175,67.492457,9.736944,-59.055915,Ship,158.89,2020-07-23
293,Saddlebrown Empower Cross-Platform E-Business,Boyd-Pope,-19.5496585,-94.353928,17.5994295,-55.008083,Ship,659.05,2020-10-13
294,Darkred Incubate Sticky Convergence,Ball-Morgan,58.417146,2.617914,1.3126845,-128.964004,Truck,174.16,2020-02-16
295,Lightskyblue Deliver Back-End Relationships,Armstrong-Haynes,-24.3891275,-146.327898,10.927361,-126.440796,Air,678.6,2021-01-02
296,Mistyrose Iterate Cutting-Edge Niches,Williams PLC,-0.2355235,-67.676985,-56.291073,86.809139,Ship,16.47,2021-09-04
297,Teal Enable 24/7 Content,"Carlson, Phillips and Suarez",-34.25363,118.6916,-3.8674865,3.024443,Air,583.31,2022-07-28
298,White Transform Virtual E-Commerce,Marsh-Flores,-1.447419,-144.312218,-51.434098,159.039594,Truck,696.33,2020-03-02
299,Honeydew Re-Contextualize Compelling E-Business,Hopkins LLC,23.3280965,-11.59168,-14.740658,125.1641,Air,273.76,2020-12-22
300,Oldlace Drive Ubiquitous Markets,Barton LLC,-57.107372,136.299959,-21.200225,131.143668,Ship,812.48,2022-10-14
301,Darkviolet Visualize World-Class Communities,Martinez-Parker,42.1314165,-55.913458,-53.12403,155.14978,Truck,777.35,2020-12-06
302,Darkred Aggregate Distributed Paradigms,Johnson-Brown,-82.7236285,-24.637978,61.6496655,3.57773,Rail,31.68,2023-02-01
303,Blanchedalmond Target Cross-Media Mindshare,Matthews-Hunter,85.3918575,155.126099,-30.1205805,139.278879,Ship,618.21,2022-11-17
304,Aquamarine Synergize Magnetic Technologies,"Macdonald, Heath and Clements",-65.9883145,75.157456,12.971127,-37.630222,Ship,509.55,2021-05-02
305,Snow Visualize Value-Added Info-Mediaries,Wilson Inc,-81.2964105,-72.836829,-73.3022065,-89.486719,Ship,887.42,2021-08-24
306,Lightpink Scale One-To-One Niches,Hamilton-Johnson,-11.7332385,-100.223876,-39.2557535,-141.918045,Truck,604.7,2022-05-07
307,Red Deliver End-To-End Relationships,Miller-Wilcox,8.6851375,82.633273,-18.478732,161.818032,Ship,536.73,2021-06-06
308,Navy Empower Rich Markets,"Mason, Perry and Cox",-55.616143,151.389669,0.5204085,13.363256,Truck,24.1,2021-12-29
309,Cornflowerblue Envisioneer Granular Action-Items,"Blair, Gomez and Nelson",14.6118175,-138.473698,66.112385,-19.073351,Air,590.48,2021-12-02
310,Green Target Collaborative Mindshare,Taylor Group,17.8277055,-13.647725,-10.693097,-128.512023,Air,471.96,2020-05-30
311,Darkslategray Integrate Back-End Niches,Williams-Johnson,11.9364565,54.619775,50.960234,-150.021166,Truck,164.74,2020-12-17
312,Slateblue Transform Best-Of-Breed Technologies,"Quinn, Smith and Brown",-63.2584485,73.022235,-40.8698205,-89.408403,Truck,491.35,2022-03-23
313,Lightpink Matrix Rich Users,"Moreno, Rodriguez and Gould",7.9232825,148.682958,-83.5733665,-178.289512,Truck,339.37,2021-10-26
314,Darkcyan Facilitate Global Applications,"Ferguson, Blackburn and Johnson",-12.720013,146.110208,23.6214335,84.688175,Rail,193.15,2020-07-08
315,Oldlace Transition End-To-End Systems,Rich-White,49.9777065,136.568078,71.458151,-83.298958,Ship,206.21,2021-05-23
316,Antiquewhite Expedite Synergistic Relationships,Whitaker LLC,66.016643,142.69115,-19.929079,12.57609,Truck,553.49,2020-09-27
317,Sienna Revolutionize Holistic E-Markets,Armstrong and Sons,-67.5604355,121.587816,51.540542,-168.063402,Truck,405.02,2020-10-19
318,Dimgray Seize Leading-Edge Portals,Garcia-Chan,-71.8416635,76.256886,-80.9827035,11.258655,Air,427.92,2022-08-10
319,Cyan Scale Extensible Applications,Smith PLC,81.107707,-114.901197,-65.890708,56.392656,Rail,617.38,2021-04-11
320,Springgreen Utilize Cross-Media Deliverables,Salas-Mccarthy,-21.324196,71.628254,-16.1215485,157.811677,Rail,766.41,2022-06-19
321,Mistyrose Extend Best-Of-Breed Partnerships,"Myers, Cooper and West",4.4471855,-154.94949,42.251272,169.751605,Truck,824.38,2022-12-19
322,Steelblue Monetize Open-Source Metrics,Lloyd and Sons,46.5919925,6.86624,28.0622105,103.367827,Ship,216.48,2023-08-25
323,Mediumblue Brand B2B Infrastructures,"Hart, Chavez and Patterson",-38.7313785,-61.337481,88.016187,20.962752,Truck,619.18,2020-03-28
324,Royalblue Redefine Synergistic Experiences,Porter-Smith,88.301423,-64.076906,-64.393313,11.228116,Rail,22.64,2022-06-27
325,Lavenderblush Redefine Visionary Functionalities,Webb Group,-34.1459385,4.931455,69.7538785,146.602926,Ship,29.54,2021-01-07
326,Lightgoldenrodyellow Mesh Viral Platforms,Patterson Ltd,86.4269395,-10.784185,-72.9287375,-168.812687,Rail,14.72,2021-03-13
327,Darkmagenta Orchestrate B2C Partnerships,"Juarez, Smith and Smith",-44.9493385,-88.845893,86.1220355,39.292468,Ship,383.05,2023-02-08
328,Olivedrab Facilitate Best-Of-Breed Eyeballs,"Garner, Jennings and Garcia",-61.8048665,-27.405791,-24.477464,163.227174,Rail,98.41,2022-09-10
329,Lightblue Redefine Wireless Relationships,Hurley PLC,27.868043,151.162812,84.897382,-51.731797,Rail,740.79,2020-07-26
330,Indianred Incubate Efficient Roi,"Garcia, Martinez and Bowen",-54.3133,-169.810148,19.046336,74.697701,Rail,267.76,2020-01-08
331,Gray Expedite Sticky Functionalities,"Williams, Roberson and Johnson",43.787713,-28.81287,-87.920607,47.820199,Rail,990.0,2021-08-11
332,Crimson Deploy Next-Generation Communities,"Bishop, Hale and Austin",23.322737,58.182495,-74.743965,-66.819568,Air,236.4,2020-03-29
333,Burlywood Evolve Mission-Critical Web Services,Montoya Group,-41.5525925,35.2064,9.121611,137.964743,Air,69.23,2020-01-04
334,Chocolate Aggregate Extensible E-Business,"Martin, Soto and Houston",51.6307525,84.211734,-57.1429695,-53.750145,Air,243.68,2021-11-02
335,Gold Integrate Visionary Platforms,"Powell, Williams and Nelson",-12.6590855,65.845464,41.6986455,-102.62936,Ship,807.1,2022-11-27
336,Deeppink Incubate Global Niches,Jones-English,9.3135035,94.047932,-23.649274,107.42271,Air,567.03,2021-09-11
337,Ivory Whiteboard Intuitive Users,Torres-Cherry,-7.284593,-19.036392,-58.9529545,-133.296727,Rail,980.37,2020-01-25
338,Deeppink Leverage Rich Mindshare,Davis and Sons,47.9562235,-38.180721,-70.0055295,147.982201,Truck,442.22,2022-07-14
339,Lightgoldenrodyellow Integrate Customized Models,Higgins Ltd,7.3132415,143.092543,-5.2378585,-60.854945,Rail,106.63,2023-05-04
340,Mediumspringgreen Implement Bricks-And-Clicks Platforms,"Wilson, Roberson and Richardson",-61.3352385,84.327541,-16.7499735,40.470169,Ship,865.64,2022-08-21
341,Steelblue Synthesize 24/365 Info-Mediaries,Phelps LLC,82.328237,-7.558186,-68.228702,71.966554,Truck,392.96,2021-02-16
342,Lightgreen Revolutionize One-To-One E-Business,Hill Ltd,-69.918962,155.159516,-4.514857,-3.843227,Air,21.21,2021-08-29
343,Peru Productize Granular E-Tailers,Ross Inc,71.7632305,75.687267,11.435955,177.115159,Ship,149.12,2022-07-08
344,Whitesmoke Seize Distributed E-Services,Petersen-Brooks,-30.3708585,31.367845,33.850262,-156.932,Air,910.84,2022-05-01
345,Sandybrown Enable Revolutionary Vortals,Meyer-White,16.7042865,-85.903909,38.9381755,156.699626,Ship,805.9,2021-06-30
346,Antiquewhite Deliver Collaborative Web-Readiness,Stephenson-Burke,-82.472289,64.024892,51.6520475,166.279892,Rail,41.28,2022-05-17
347,Chartreuse Iterate Turn-Key E-Markets,"Espinoza, Rodriguez and Roman",88.546172,55.237608,55.2126155,-84.227778,Rail,778.28,2023-08-16
348,Coral Synthesize Enterprise E-Services,Alexander Ltd,-78.5211205,33.277852,34.809138,108.362205,Air,18.1,2021-02-04
349,Dimgray Brand Mission-Critical Paradigms,"Howell, Smith and Wilson",60.44417,170.005709,60.744592,-36.965435,Air,263.29,2021-02-01
350,Navajowhite Matrix E-Business Supply-Chains,Alvarez-Scott,8.1785075,-12.919135,18.0267055,-8.588363,Rail,343.65,2021-11-13
351,Burlywood Re-Intermediate Dynamic Platforms,Blevins LLC,70.3339275,-118.173809,27.5441235,26.561796,Truck,446.67,2020-11-04
352,Deepskyblue Morph Synergistic Synergies,"Cunningham, Stewart and Rivera",35.7899045,123.314784,-34.7901275,-178.705546,Truck,279.28,2022-03-30
353,Peru Brand User-Centric Architectures,Stewart Group,-0.5230545,-121.98179,-39.6559325,150.767473,Air,449.2,2022-04-21
354,White Engineer Robust Relationships,"Young, Stone and Jackson",54.0443535,-35.900622,19.0773365,-11.321304,Rail,354.56,2021-01-24
355,Limegreen Disintermediate 24/7 Web-Readiness,Taylor-Martin,-18.6327175,-117.372662,-49.1890815,132.408994,Ship,762.26,2021-03-20
356,Lightsalmon Streamline Value-Added Technologies,Thompson PLC,2.0740585,-46.20633,-28.1311405,126.672954,Rail,700.31,2021-05-21
357,Oldlace Redefine Leading-Edge Users,Dunn Inc,-83.9119365,-103.664017,22.3577605,69.127192,Rail,910.62,2020-11-10
358,Darkblue Envisioneer Real-Time Synergies,Rivera Inc,57.4698145,176.856608,69.9004915,-53.424207,Truck,336.5,2021-09-25
359,Yellowgreen Cultivate Rich Deliverables,"Carter, Garrison and Wood",78.596057,146.869982,-70.8241535,-64.396414,Air,906.48,2022-04-20
360,Chocolate Generate B2C Web-Readiness,"Franco, Mccormick and Miles",55.458142,32.290946,-83.8176475,-178.749817,Truck,209.66,2020-01-31
361,Mediumpurple Target Scalable Interfaces,Carney PLC,-5.0962785,-30.366862,-77.90586,44.453398,Air,197.89,2022-07-22
362,Maroon Engage Cross-Platform Systems,Smith Inc,-67.322307,69.020425,63.848064,-127.96946,Air,440.3,2023-06-16
363,Paleturquoise Empower Web-Enabled E-Services,"Ferrell, Ray and Brown",31.1598305,137.330776,-39.307145,86.187052,Rail,415.46,2020-11-16
364,Gainsboro Extend Efficient Synergies,Snyder-Maldonado,72.593029,-25.501513,-15.3063535,70.288005,Air,117.7,2020-06-11
365,Orange Enable Extensible Deliverables,Klein-Hamilton,75.1982625,133.394032,47.3302005,64.590227,Rail,638.04,2023-08-08
366,Lightgoldenrodyellow Deliver Front-End Synergies,Moore Inc,33.91151,-43.725608,-47.9662135,-152.899359,Air,259.17,2022-03-20
367,Crimson Envisioneer Extensible Roi,"Johnston, Adams and Herrera",-66.684595,78.981239,15.6644395,-81.002246,Air,213.0,2020-04-24
368,Lightcoral Unleash Real-Time Info-Mediaries,"Ruiz, Lee and Carpenter",-10.726227,-17.414377,-80.609447,-63.575987,Ship,380.35,2022-10-23
369,Salmon Iterate 24/7 E-Markets,"Rodriguez, Smith and Hammond",-71.5914435,0.527122,4.848373,13.805923,Ship,437.74,2023-06-03
370,White Unleash Proactive Architectures,Johnston and Sons,64.903057,-116.621466,19.1323295,-2.106123,Truck,622.7,2022-06-11
371,Goldenrod Whiteboard Value-Added E-Commerce,Salazar-Thompson,-62.3776025,-19.976829,-82.2053595,157.083453,Ship,562.28,2022-07-10
372,Olive Facilitate Back-End Portals,"Watkins, Gonzales and Daniels",-4.034215,169.724009,-88.659057,164.662501,Rail,10.44,2020-04-03
373,Thistle Mesh Revolutionary Solutions,"Mays, Moore and Dodson",84.713047,140.179143,36.9066185,-115.465457,Ship,896.26,2020-10-09
374,Darkgreen Benchmark User-Centric Functionalities,Butler Ltd,21.9274415,150.245848,-80.745074,152.984593,Ship,982.18,2023-02-28
375,Red Unleash 24/365 Partnerships,"Mullen, Lawrence and Allen",-83.055733,0.339915,38.49668,-170.670385,Ship,548.17,2021-06-12
376,Darkgreen Utilize Bricks-And-Clicks Mindshare,"Palmer, Simpson and Cole",44.6262915,169.005893,15.091577,-105.782582,Truck,39.03,2021-04-24
377,Papayawhip Seize Ubiquitous Technologies,"Ramos, Lowery and Lara",75.885453,-141.044372,-60.126699,-22.89726,Ship,653.52,2020-02-12
378,Seagreen Deploy Customized E-Tailers,Ford-Johnson,-86.758315,162.287581,-21.190779,-166.874834,Air,72.0,2020-06-02
379,Slateblue Envisioneer Best-Of-Breed Functionalities,Greene and Sons,-51.740548,-136.01238,34.4062645,-84.427807,Rail,769.75,2020-04-26
380,Slategray Empower Efficient Vortals,"Hughes, Terry and Harris",32.898955,-169.567812,15.408298,90.122587,Air,823.81,2022-02-14
381,Azure Evolve Best-Of-Breed Metrics,Barber PLC,-25.0426685,-3.764025,0.3140415,-147.37258,Air,896.96,2020-06-10
382,Mediumpurple Implement Revolutionary Web-Readiness,"Benson, Smith and Rodgers",-53.3175635,85.628387,-59.9320485,92.990876,Air,258.06,2023-01-24
383,Darkslategray Deliver End-To-End Action-Items,Mccoy and Sons,-78.368921,-106.143227,-89.4104285,-64.356265,Air,876.83,2023-07-18
384,Seagreen Envisioneer Cross-Platform Platforms,Price LLC,46.569616,-39.429911,-43.3719545,-69.991987,Ship,665.02,2021-12-09
385,Aqua Deliver Open-Source Infrastructures,"Ryan, Maldonado and Williams",75.9266255,-39.48795,-54.511904,35.459844,Rail,893.55,2022-06-18
386,Chartreuse Implement Out-Of-The-Box Action-Items,Casey-Simmons,17.204788,-83.495019,-0.7862105,78.580706,Air,677.98,2023-04-30
387,White Utilize Dot-Com Infrastructures,Mcdowell Group,85.1259465,121.024176,-39.9152635,5.107485,Ship,45.04,2021-04-24
388,Snow E-Enable B2B Platforms,Mendoza Group,82.62005,-125.565422,47.67346,-80.599163,Air,196.54,2023-03-01
389,Darkblue Deploy Robust Deliverables,Gordon-Weber,-77.6890225,40.970931,-14.0592775,-82.218118,Truck,67.95,2022-05-27
390,Lightgray Implement Compelling Solutions,"Burke, Weber and Cline",-57.3821405,-152.164748,-52.999517,15.461424,Rail,144.58,2023-08-23
391,Seagreen Transform Frictionless Infrastructures,Ward Ltd,72.4343605,148.528413,56.082352,119.224952,Truck,750.96,2020-02-05
392,Blue Implement Dynamic Users,Nunez LLC,-6.6762875,122.223181,-86.2094535,79.327103,Ship,942.25,2020-10-30
393,Lightcoral Implement B2B Experiences,"Christensen, Chung and Harrison",-58.279204,6.245728,-37.055542,-20.645535,Rail,567.5,2020-08-18
394,Olive Whiteboard Integrated E-Commerce,"Washington, Hart and Williamson",76.5284685,-124.569497,-65.3513455,43.046603,Ship,159.37,2020-11-09
395,Seagreen Deliver Mission-Critical Architectures,"Johnson, Greene and Colon",-34.607524,-97.774052,5.864243,132.944526,Rail,247.43,2022-08-22
