project_id,project_name,latitude,longitude,project_type,start_date,end_date,budget_($),emission_(co2e),emission_source
237,Mata-Bailey,-84.286377,79.430655,Road,2022-01-17,2024-03-03,3389752.1,391.68,Transportation
238,Phillips and Sons,-67.0685335,-94.03698,Tunnel,2021-06-27,2024-04-21,6519233.67,601.23,Material Manufacturing
239,Shepherd PLC,88.943876,79.414092,Road,2022-06-29,2024-06-23,1845509.01,503.34,Material Manufacturing
240,"Smith, Rodriguez and Davis",-25.059184,-128.626107,Airport,2021-07-09,2024-01-02,407532.29,907.81,Transportation
241,Chambers-Cook,-39.3764725,82.744151,Industry,2022-08-01,2024-12-01,8223738.72,280.23,Material Manufacturing
242,Juarez-Glover,-51.0689195,-11.532792,Industry,2023-04-16,2024-12-02,3147226.96,391.31,Material Manufacturing
243,Howard-Mcclure,-66.8082655,-14.028325,Industry,2022-10-14,2025-04-24,9910519.92,408.79,Machinery
244,"Johnson, Pineda and Obrien",-34.9899235,-81.744415,Railway,2020-12-07,2020-12-31,606943.51,775.06,Transportation
245,Simon-Mathews,-12.311604,36.384951,Road,2020-04-20,2021-03-16,297847.83,744.36,Machinery
246,"Rowe, Taylor and Watson",3.607482,130.821287,Dam,2022-08-11,2023-03-19,4821677.39,479.67,Material Manufacturing
247,"Jones, Long and Clark",30.064489,-45.380255,Housing,2020-07-06,2020-12-06,5832614.05,548.71,Machinery
248,Daniels PLC,-64.6426745,-20.398176,Bridge,2022-04-30,2023-01-15,7870247.55,53.3,Machinery
249,Andersen Ltd,44.2393445,-41.024641,Bridge,2021-07-04,2023-11-11,6272626.8,227.35,Machinery
250,Logan PLC,-21.408838,138.022186,Dam,2022-01-04,2022-09-24,5968318.65,826.83,Machinery
251,Payne-Davis,72.034639,95.072947,Bridge,2021-01-01,2023-07-29,3046426.96,381.34,Machinery
252,Ortega-Sherman,83.178398,39.890378,Industry,2021-03-24,2022-07-06,6080047.32,243.83,Machinery
253,Crosby-Archer,-82.2680435,132.934726,Road,2020-08-17,2021-06-15,3056253.55,214.06,Material Manufacturing
254,"Gibson, Henderson and Garcia",-67.10949,-36.580663,Road,2020-05-21,2021-02-09,4630995.53,499.69,Machinery
255,Cox-Crawford,-3.449756,124.403021,Road,2020-01-07,2022-01-07,6432309.05,871.02,Transportation
256,"Clark, Jones and Jones",83.806343,101.623794,Railway,2020-08-26,2022-09-22,7833235.33,928.27,Material Manufacturing
257,"Morris, Castaneda and Adams",-82.0429175,-61.094119,Airport,2022-08-15,2023-03-08,386121.34,686.13,Material Manufacturing
258,"Preston, Myers and Gonzales",-9.890342,117.601572,Road,2020-01-30,2020-07-10,9372133.45,544.1,Transportation
259,"Castro, Moore and Smith",-48.503546,101.496719,Tunnel,2020-09-10,2022-09-18,998455.71,92.3,Material Manufacturing
260,Solomon Inc,57.430858,60.368781,Industry,2023-01-25,2025-08-28,5170651.86,963.64,Material Manufacturing
261,Reynolds Group,11.5550845,-177.631645,Port,2022-01-09,2024-10-26,5115514.62,761.09,Machinery
262,Walker LLC,-0.092731,50.056406,Railway,2020-10-18,2023-08-26,3731356.84,635.63,Transportation
263,Roy Ltd,-26.89096,108.44641,Industry,2023-07-21,2026-01-04,2305156.19,992.71,Machinery
264,Russell Group,55.0957385,5.852212,Industry,2022-08-30,2023-05-08,5800701.05,73.81,Machinery
265,Jordan LLC,48.3935565,-74.2248,Dam,2021-12-06,2023-10-06,1266352.97,550.54,Machinery
266,"Morris, Johnson and Williams",-52.9700515,116.78436,Port,2022-12-09,2023-11-11,7723999.0,526.58,Material Manufacturing
267,Horn-Stevens,63.2818705,-61.721039,Housing,2021-08-17,2024-04-22,7205999.53,269.09,Material Manufacturing
268,Garcia-Good,-81.7044005,-107.029928,Bridge,2021-02-04,2021-10-15,3078746.96,416.94,Material Manufacturing
269,Chang-Kennedy,-38.642445,134.139136,Tunnel,2022-08-19,2023-02-08,6494234.34,976.69,Material Manufacturing
270,"Nelson, Thomas and Colon",-67.6613165,92.413674,Road,2021-12-08,2022-05-12,5109919.75,363.87,Transportation
271,Johnson-Morrison,52.1057175,153.037664,Bridge,2021-08-22,2023-04-14,9630565.01,590.09,Machinery
272,Huerta and Sons,-13.7277075,-165.231613,Industry,2022-10-16,2024-03-27,6361596.09,136.27,Machinery
273,"Watson, Hernandez and Rodriguez",-35.134846,-64.362044,Railway,2021-03-11,2022-09-10,7678897.55,47.21,Transportation
274,Flores-Hall,0.119517,87.803319,Bridge,2020-10-17,2022-02-18,661685.07,672.72,Transportation
275,Pollard Ltd,89.670034,-45.381546,Tunnel,2021-07-28,2023-04-08,5364231.19,357.02,Transportation
276,Jones-Anderson,7.982188,-97.889172,Road,2022-11-22,2025-11-20,6518137.74,564.67,Machinery
277,Roberts-Murphy,37.3788125,-39.230786,Bridge,2022-06-06,2024-03-22,7093680.61,676.38,Machinery
278,Peterson and Sons,-42.7705355,97.76779,Bridge,2020-02-03,2021-03-24,3929013.32,784.79,Machinery
279,Cruz-Robinson,-74.472423,-81.032001,Airport,2021-03-29,2023-01-17,4041765.4,501.76,Machinery
280,"Wilson, Marshall and Hall",-45.767642,-114.478083,Bridge,2021-01-15,2021-01-27,1372770.99,21.44,Transportation
281,Hutchinson Group,-30.848473,-58.962639,Tunnel,2023-08-28,2025-01-29,9351848.16,112.62,Transportation
282,Harris and Sons,22.8972885,145.257342,Industry,2022-08-26,2023-10-03,7135580.15,753.14,Material Manufacturing
283,Rogers-Woods,-43.960875,59.063973,Airport,2020-10-31,2023-05-29,4436950.59,613.91,Material Manufacturing
284,Benjamin Inc,-15.213632,161.257243,Tunnel,2020-08-08,2022-06-26,2493074.6,572.07,Material Manufacturing
285,Marquez-Moreno,-53.8361865,-49.254831,Railway,2020-06-07,2020-10-16,6578371.95,491.69,Machinery
286,"Cooper, Brown and Valdez",64.0929405,7.759947,Airport,2022-05-19,2023-12-17,8201255.04,752.21,Transportation
287,"Nelson, Smith and Wagner",62.688629,52.463657,Airport,2022-06-05,2024-11-15,8201360.68,852.44,Transportation
288,Boyd-Anderson,87.717853,109.498896,Road,2023-09-07,2026-04-11,3640458.42,326.27,Transportation
289,Rhodes and Sons,21.221298,63.895823,Tunnel,2020-02-05,2022-06-08,3939673.05,507.07,Machinery
290,"Williams, Patel and Sanders",66.5885855,142.75525,Bridge,2020-04-26,2022-08-25,5413688.34,806.99,Transportation
291,"Johnson, Blankenship and Frederick",-85.6762,-86.920529,Airport,2021-12-17,2022-07-06,7353974.42,441.12,Material Manufacturing
292,Allen LLC,-39.523523,154.278238,Port,2020-08-01,2021-01-02,7584379.31,991.07,Machinery
293,Ford-Yoder,62.0661445,-82.832819,Railway,2021-07-30,2022-04-01,8080935.27,184.97,Transportation
294,Davis and Sons,5.603933,99.447849,Road,2023-06-13,2024-08-13,9028128.25,742.67,Material Manufacturing
295,"Smith, Thomas and Nelson",36.4784065,-11.292761,Airport,2021-09-12,2021-12-16,640601.62,76.96,Machinery
296,"Medina, Fry and Pineda",33.180881,80.791558,Dam,2020-10-05,2022-06-11,271652.42,243.97,Material Manufacturing
297,Marshall-Pierce,-64.3671575,54.828692,Road,2022-07-04,2023-04-04,8908516.29,565.92,Material Manufacturing
298,Fritz-Gregory,-68.271737,-143.975498,Industry,2022-07-10,2023-07-02,1164976.99,398.43,Transportation
299,Nichols-Odom,-40.0961325,-95.294741,Industry,2022-06-28,2024-12-07,8691699.89,201.57,Transportation
300,"Porter, Levine and Wells",49.0052975,-95.099509,Industry,2022-12-24,2025-10-07,566480.4,672.4,Transportation
301,Cox-Bullock,76.654894,-8.315149,Airport,2022-10-13,2023-10-05,7039709.67,338.53,Transportation
302,Williams Ltd,-33.353772,-12.984696,Airport,2023-06-23,2024-05-25,8084296.79,772.1,Material Manufacturing
303,"Roberts, Neal and Moses",-51.0025215,13.457306,Port,2021-06-14,2022-12-18,1857235.73,211.83,Material Manufacturing
304,Doyle-Wallace,67.4133805,-95.173291,Housing,2020-03-01,2023-02-03,3657157.84,208.15,Machinery
305,Oneill and Sons,54.6235155,-83.539522,Bridge,2022-10-26,2025-10-20,6726784.08,600.1,Machinery
306,Frank-Johnson,-52.1270185,-18.532701,Housing,2021-07-03,2023-12-31,3999036.05,362.68,Transportation
307,Gordon-Orr,-38.3508445,-42.715897,Tunnel,2020-12-24,2021-02-02,4288496.69,463.63,Transportation
308,Smith-Thomas,71.4081885,156.231031,Railway,2023-03-05,2023-09-21,5753242.42,416.36,Transportation
309,Mason-Garza,55.737497,18.184354,Railway,2022-04-02,2023-08-06,3797102.43,632.1,Transportation
310,Murray-Flores,20.130792,33.244696,Housing,2020-12-28,2022-12-21,2973366.92,617.95,Machinery
311,"Perry, Knight and Conley",53.5166435,-165.422498,Dam,2022-09-25,2025-01-03,3776902.25,611.26,Material Manufacturing
312,"Garrison, Reed and Brown",-77.012472,140.691609,Housing,2020-10-03,2021-01-15,4995481.45,505.11,Material Manufacturing
313,Ruiz Inc,21.2138425,-172.250938,Tunnel,2021-08-15,2023-07-28,9161981.28,517.04,Transportation
314,Robertson-Gonzalez,25.8191225,136.103604,Airport,2022-08-09,2024-12-27,6007082.17,571.09,Transportation
315,Brown-Barker,-26.1315025,-101.194055,Road,2020-07-29,2022-11-12,385846.84,710.94,Transportation
316,Warner Ltd,34.77034,33.947171,Dam,2022-07-06,2023-07-01,4112976.03,59.95,Material Manufacturing
317,Lee-Orozco,-66.1242355,-165.226448,Railway,2021-10-01,2021-11-02,9180461.24,697.88,Transportation
318,"Miller, Murphy and Stewart",42.7768205,-161.812089,Bridge,2021-09-06,2024-07-23,4500785.44,584.32,Machinery
319,Moore Ltd,76.728512,169.998149,Dam,2020-10-30,2023-09-29,6692987.82,977.14,Machinery
320,Brown Group,-6.181751,119.411326,Tunnel,2022-01-07,2023-08-16,8588422.15,597.43,Transportation
321,"Hughes, Barrera and Lee",-14.3981695,-156.788838,Housing,2021-02-01,2021-09-16,1052451.51,756.08,Transportation
322,Obrien and Sons,-75.578322,22.674352,Bridge,2021-10-30,2023-01-25,834286.98,526.86,Transportation
323,Barber-Cochran,-69.187636,63.231552,Housing,2021-02-13,2023-04-07,2617653.06,66.18,Transportation
324,Gonzalez-Mccormick,0.7735265,144.711262,Railway,2021-02-17,2022-07-09,824750.01,816.66,Machinery
325,Hayes Inc,65.9654065,-32.027237,Port,2021-06-08,2022-05-27,8564706.9,178.89,Machinery
326,"Thompson, Rodriguez and Pacheco",37.861624,79.178322,Housing,2022-01-15,2024-03-30,764302.76,292.1,Material Manufacturing
327,Smith-Hanna,-41.431075,-93.266165,Bridge,2023-02-27,2023-11-03,4823649.91,831.88,Transportation
328,Cole PLC,-66.111284,53.98458,Bridge,2022-02-04,2025-01-30,9722862.11,455.33,Transportation
329,Kelly LLC,-44.859895,-30.016954,Road,2021-07-13,2023-02-10,6761605.31,35.13,Material Manufacturing
330,"Richards, Peterson and Sanders",51.9137855,94.893493,Road,2023-05-10,2023-09-14,6640700.03,28.3,Material Manufacturing
331,Moore PLC,-49.7122345,162.846064,Industry,2021-03-12,2023-06-12,2956788.58,690.63,Material Manufacturing
332,Mendoza and Sons,54.508488,-174.17424,Industry,2020-06-23,2022-08-21,7783613.71,31.69,Material Manufacturing
333,"Marshall, Diaz and Chapman",86.2850465,89.261465,Port,2023-04-10,2025-07-17,5749636.21,307.9,Material Manufacturing
334,"Le, Powell and Clark",-83.496978,101.144177,Industry,2023-01-21,2023-12-23,2526831.91,495.33,Transportation
335,Walker-Evans,81.2425765,62.388355,Tunnel,2021-03-01,2021-12-28,4249659.58,700.18,Machinery
336,Gallegos PLC,23.936948,5.187858,Port,2021-02-01,2022-05-07,4077905.59,422.1,Machinery
337,"Hall, White and Villegas",-38.789876,52.875331,Industry,2022-12-03,2025-04-10,2024842.47,723.67,Material Manufacturing
338,"Vaughn, Scott and Caldwell",39.685578,-76.621147,Industry,2020-07-03,2021-03-24,3801694.95,212.71,Material Manufacturing
339,Walters-Taylor,30.104717,30.961062,Tunnel,2020-07-06,2023-04-17,3696134.84,101.48,Transportation
340,Travis Ltd,44.027615,-157.9863,Dam,2020-06-11,2021-01-04,8728057.23,390.77,Machinery
341,"Delgado, Pruitt and Chapman",-5.7086665,92.990402,Bridge,2021-12-19,2024-04-06,1710820.42,859.54,Machinery
342,Watson-Smith,88.7258355,-97.646287,Dam,2021-10-26,2024-05-04,3232856.97,627.3,Material Manufacturing
343,"Cantu, Miller and Gibson",-68.6889025,-170.05988,Bridge,2023-02-11,2024-09-13,4527583.68,129.05,Material Manufacturing
344,Garrett Inc,-28.418064,-175.255048,Airport,2021-02-26,2021-08-07,6858400.27,458.82,Machinery
345,Delgado Ltd,70.757754,122.620611,Industry,2023-02-10,2023-03-17,4522020.85,638.59,Material Manufacturing
346,"Thompson, Gregory and Owens",-84.789355,119.780453,Housing,2020-11-05,2023-02-28,9980849.27,579.38,Machinery
347,"Richards, Scott and Vang",-15.5627925,68.597305,Airport,2022-12-17,2023-09-15,4977482.1,178.7,Material Manufacturing
348,Cox-Carter,-24.3505625,138.500495,Port,2022-08-11,2023-06-18,9656242.88,178.61,Material Manufacturing
349,Gardner LLC,-67.84894,172.55915,Bridge,2022-04-02,2024-10-04,2994599.84,123.01,Transportation
350,Huff PLC,29.697014,144.662052,Airport,2020-12-20,2023-09-14,3970771.85,294.03,Transportation
351,"Dalton, Cuevas and Hampton",-27.110997,8.607292,Dam,2023-03-27,2024-11-02,6083362.41,890.4,Machinery
352,Cervantes LLC,-0.453802,-171.717485,Airport,2020-11-03,2022-03-11,7808054.2,611.01,Transportation
353,Robinson-Sellers,0.793901,-140.88901,Road,2022-02-08,2023-11-24,3154446.02,228.6,Transportation
354,Mckinney Group,34.721899,-158.469968,Port,2022-09-21,2025-07-23,718029.9,100.7,Material Manufacturing
355,Jordan-Campbell,-13.77814,114.828675,Port,2023-04-18,2024-04-03,7749203.17,643.13,Machinery
356,"Salazar, Gray and Lambert",-85.9689435,-110.310042,Tunnel,2023-07-09,2025-05-19,8567712.99,982.27,Machinery
357,Barrett PLC,35.7670255,66.665171,Port,2021-11-03,2023-05-27,9562456.35,58.38,Material Manufacturing
358,Williams LLC,-86.9441105,-108.34064,Tunnel,2021-01-16,2021-03-17,4624500.17,31.58,Material Manufacturing
359,"Gordon, Thomas and Evans",-59.9743775,156.03914,Industry,2022-06-26,2022-09-13,7214149.88,958.07,Transportation
360,Davila-Richards,77.077317,-85.727383,Housing,2021-12-14,2024-01-14,4319666.61,140.67,Transportation
361,Kennedy LLC,-79.1201885,-81.182558,Tunnel,2020-11-07,2021-06-21,942571.96,76.49,Machinery
362,Thompson and Sons,61.53801,-66.872536,Bridge,2023-05-30,2024-07-11,9846429.52,671.49,Material Manufacturing
363,"Reid, Gonzales and Robinson",23.152104,-13.177509,Dam,2020-05-10,2020-10-19,9124128.14,585.2,Machinery
364,Strong-Phillips,24.524585,-170.585469,Port,2021-06-03,2022-08-20,6643446.31,675.41,Transportation
365,"Williams, Russell and Reed",64.505261,-86.31265,Dam,2023-07-25,2024-01-09,2659322.12,426.46,Machinery
366,Alvarez-Lopez,-29.269295,12.202584,Housing,2022-07-10,2024-10-12,4524574.68,235.45,Material Manufacturing
367,"Zavala, Berry and Gentry",6.0378345,-76.237853,Housing,2022-05-06,2023-10-15,1846930.12,929.08,Transportation
368,"Evans, Reynolds and Cardenas",40.9561615,71.099022,Road,2021-04-11,2023-07-22,8434263.42,988.53,Material Manufacturing
369,"Griffith, Smith and Rodriguez",89.0050555,120.527114,Housing,2023-03-17,2024-03-19,8169494.47,256.31,Material Manufacturing
370,"Welch, Taylor and Nguyen",-40.063568,-59.969783,Road,2020-07-29,2021-08-14,3366368.5,309.0,Machinery
371,"Jacobson, Rice and Bray",85.495481,10.719113,Port,2021-01-08,2022-12-05,9476360.82,199.38,Transportation
372,Fisher PLC,-60.7644905,-62.636558,Railway,2020-10-18,2021-09-01,8723939.69,568.71,Machinery
373,Miles and Sons,-83.2852945,-83.265583,Housing,2023-05-02,2026-02-06,4661143.58,133.8,Machinery
374,"Wilkerson, Mason and Rosales",-55.061422,87.133369,Road,2022-09-06,2024-01-12,5708478.29,476.19,Material Manufacturing
375,Walls-Stewart,54.603681,-176.5393,Tunnel,2021-02-10,2022-12-05,9620865.39,265.78,Transportation
376,Cummings Group,-23.476111,-153.309854,Airport,2022-09-16,2023-09-16,5066939.43,83.16,Machinery
377,Thompson Group,19.474143,64.866842,Airport,2022-01-18,2024-10-25,8445853.27,154.24,Machinery
378,Johnston-Rush,-2.739772,-58.300715,Port,2020-09-04,2021-08-24,2411434.08,66.52,Material Manufacturing
379,Mcbride-Griffith,-32.999594,61.047852,Airport,2022-03-17,2023-11-04,9806019.88,929.21,Material Manufacturing
380,"Turner, Davis and Love",67.795434,-23.404774,Bridge,2020-04-11,2022-09-25,9420448.32,104.66,Transportation
381,Hale Group,87.4439405,-75.595915,Housing,2021-11-30,2022-09-20,9251792.09,16.09,Material Manufacturing
382,Davis Group,-87.3029795,29.914161,Dam,2020-12-27,2022-09-21,6493128.39,693.06,Material Manufacturing
383,Harrison-Sanders,-3.4353165,-10.042567,Dam,2020-06-22,2022-09-08,6039858.31,187.22,Material Manufacturing
384,"Howard, Wood and Donovan",-17.2925975,6.809131,Airport,2022-04-13,2022-12-17,5870711.87,452.77,Machinery
385,"Kim, Hodge and Johnston",-52.596845,49.431281,Bridge,2022-06-04,2023-12-25,8906251.96,722.64,Transportation
386,Snyder Group,81.353255,34.422506,Dam,2023-06-14,2023-12-17,6765234.01,131.34,Material Manufacturing
387,Jones PLC,83.1616315,166.243706,Dam,2021-05-18,2023-07-29,1063067.17,152.23,Material Manufacturing
388,Hernandez Group,11.7932605,-29.652688,Railway,2023-06-27,2026-04-08,3774178.75,891.35,Transportation
389,Mcdowell-Parker,27.610626,-48.423415,Airport,2023-03-26,2025-07-17,8199260.73,270.42,Machinery
390,"Smith, Wilson and Howell",-52.3766,-170.581005,Dam,2020-03-03,2021-01-11,368722.39,414.31,Material Manufacturing
391,Reeves LLC,65.622053,-75.091157,Port,2022-08-23,2023-03-18,2725286.21,53.57,Transportation
392,Greene Group,26.1802535,-78.526585,Bridge,2020-06-01,2023-03-06,7946899.38,311.93,Machinery
393,Werner Ltd,30.613889,23.687698,Road,2023-01-17,2023-10-21,9609590.34,485.96,Transportation
394,Silva Inc,5.8346655,-24.819177,Port,2023-02-10,2023-11-05,1208837.02,457.9,Transportation
395,"Sawyer, Phelps and Zimmerman",17.432822,84.587468,Housing,2020-12-19,2022-12-26,5850804.96,554.59,Transportation
396,"Evans, Carlson and Harvey",42.7945105,131.138648,Road,2022-12-27,2024-01-04,8959518.25,226.09,Machinery
397,Brown-Webster,50.6429855,-32.092198,Railway,2021-06-16,2022-06-15,8909916.11,207.66,Machinery
398,Thompson-Branch,-89.1167435,-31.236525,Tunnel,2023-02-12,2023-09-30,7631344.77,16.34,Machinery
399,Murphy Group,15.226719,-8.023173,Housing,2022-03-26,2022-09-19,9842687.53,944.74,Material Manufacturing
400,Clark-Tucker,-49.241876,-31.358346,Airport,2021-11-11,2023-09-19,634282.98,744.39,Transportation
401,Thomas Group,5.705866,-176.638403,Port,2022-12-15,2025-10-30,408206.57,693.47,Machinery
402,Boone and Sons,50.423145,-159.054188,Bridge,2023-09-14,2025-12-08,615842.98,628.68,Material Manufacturing
403,"Miller, Patterson and Rose",-24.368002,-49.92812,Housing,2022-07-14,2025-06-14,1120915.76,620.8,Transportation
404,Vance-Smith,63.81886,62.0996,Housing,2020-08-19,2021-01-27,1368721.51,634.81,Machinery
405,Keller LLC,-15.067993,-170.381794,Road,2022-04-19,2024-11-07,3865103.65,697.76,Material Manufacturing
406,Cabrera PLC,-82.7222435,21.384206,Dam,2023-09-12,2025-08-05,426887.96,592.52,Transportation
407,Lewis-Lozano,-61.417067,0.407498,Dam,2020-05-02,2020-06-15,5746094.7,923.78,Material Manufacturing
408,Ball-Ramirez,-60.898595,112.113464,Port,2022-03-02,2024-10-04,3778091.61,936.46,Material Manufacturing
409,"Daniels, George and Adams",-45.7641195,147.491098,Industry,2023-01-07,2023-09-19,9601758.91,303.27,Machinery
410,"Henderson, Thomas and Sampson",-67.3897995,36.195949,Housing,2020-02-18,2021-04-08,2860131.92,501.83,Transportation
411,"Bell, Baker and Boone",-28.5224505,88.658426,Industry,2021-02-09,2023-03-21,5569466.69,605.33,Machinery
412,Young PLC,-0.406166,-168.462232,Airport,2021-03-06,2022-01-03,5743790.96,753.65,Material Manufacturing
413,"Lambert, Cooley and Murray",-2.7104845,28.029961,Road,2021-11-23,2023-07-03,8782753.27,875.67,Transportation
414,Jackson Group,-87.8748115,152.360079,Dam,2022-09-17,2025-03-17,5114162.83,303.25,Material Manufacturing
415,"Johnson, Case and Gonzalez",18.6178095,-121.715803,Airport,2023-02-10,2025-09-17,6927608.63,319.72,Machinery
416,"Rowland, Fletcher and Mayer",-7.0093365,20.549298,Road,2020-10-17,2022-09-18,2579123.73,933.32,Material Manufacturing
417,"French, Rose and Oconnor",-15.340679,-68.801926,Tunnel,2023-07-31,2025-11-22,4527148.11,830.87,Machinery
418,"Lee, Moreno and Williams",17.381088,-117.951696,Road,2023-06-03,2024-11-23,4087638.63,484.2,Machinery
419,"Benton, Bryant and Perez",42.3948645,129.994964,Bridge,2021-04-05,2022-04-12,2118097.66,827.39,Material Manufacturing
420,"Chaney, James and Jackson",41.546803,-112.819909,Port,2020-12-25,2021-12-18,8097926.53,601.01,Transportation
421,Reynolds PLC,26.00664,169.24306,Railway,2022-05-13,2023-07-29,4152544.96,255.09,Transportation
422,Gonzales-Anderson,-11.129154,-144.55735,Road,2023-07-05,2025-05-01,3008948.65,661.62,Machinery
423,Torres LLC,-49.068329,-89.453398,Housing,2022-11-24,2025-01-26,6222522.62,970.79,Material Manufacturing
424,"Allen, Miller and Lewis",62.202741,-73.654861,Port,2023-05-22,2023-11-23,381751.44,643.79,Machinery
425,Bell-Johnson,40.4773115,55.708811,Dam,2022-06-27,2024-02-27,7087930.93,262.06,Transportation
426,Bowman-Foster,61.9454125,-80.672856,Housing,2023-05-31,2024-06-02,811049.48,931.25,Machinery
427,Rodriguez PLC,-59.6025775,117.048197,Road,2021-05-28,2022-11-04,8774629.19,494.97,Machinery
428,"Suarez, Aguilar and Holloway",-82.693643,129.939919,Housing,2021-11-18,2024-10-06,6393064.52,843.31,Transportation
429,Li Ltd,14.021624,-161.649116,Dam,2020-07-31,2021-01-20,5668725.62,525.7,Machinery
430,Romero Ltd,-72.157277,109.525435,Industry,2023-01-27,2026-01-24,6750362.17,278.02,Transportation
431,White-Brown,67.414743,111.663238,Industry,2021-05-27,2022-07-01,7466483.03,671.89,Machinery
432,Melton PLC,-88.6625625,-2.507951,Tunnel,2022-02-15,2022-06-04,8396821.32,803.86,Material Manufacturing
433,Gonzalez-Jones,79.7407185,151.735363,Port,2023-01-13,2025-08-21,4879920.85,122.1,Material Manufacturing
434,Hall-Riley,-81.938189,-165.018435,Road,2020-05-18,2022-04-18,4249841.89,864.52,Transportation
435,Ferrell-Warren,-0.490688,-93.966994,Port,2021-04-23,2024-03-23,7359647.68,126.6,Machinery
436,Whitaker PLC,-15.7201655,-125.887208,Industry,2022-10-27,2025-01-25,155649.22,804.73,Machinery
437,Pennington-Ferguson,40.0550725,72.338838,Tunnel,2023-08-16,2025-04-25,2329385.86,119.51,Machinery
438,Brooks LLC,54.3765575,-106.24108,Bridge,2023-02-01,2025-01-06,8080292.31,283.7,Material Manufacturing
439,Ibarra Group,-19.270073,-172.61648,Bridge,2020-06-02,2021-07-19,2568097.99,691.23,Machinery
440,"Nguyen, White and Lewis",-53.764523,-56.925289,Dam,2020-05-17,2021-09-29,9452412.76,393.75,Machinery
441,"Dixon, Foster and Brown",-35.1091575,167.950177,Port,2020-04-10,2020-08-14,5604156.71,711.99,Material Manufacturing
442,Pratt PLC,33.3983965,-95.385313,Port,2020-05-08,2023-04-13,4771312.02,386.56,Material Manufacturing
443,Rodriguez-Simpson,69.4509335,15.553168,Industry,2022-06-11,2023-02-21,681203.92,136.92,Machinery
444,"Gay, Rivera and Hayes",70.375703,-3.787006,Port,2022-02-24,2024-06-20,8296441.78,233.88,Machinery
445,"Porter, Jackson and Hughes",-18.9968845,170.592437,Road,2021-06-11,2023-01-24,4209421.91,969.09,Material Manufacturing
446,Hansen PLC,46.8806705,-119.239868,Airport,2023-04-11,2025-11-27,1819129.96,543.36,Transportation
447,"Vargas, Reynolds and Lee",-35.620109,-170.341568,Airport,2020-01-25,2022-09-17,70562.54,32.82,Material Manufacturing
448,"Collier, Blevins and Cochran",-22.3715615,-136.183908,Bridge,2023-06-07,2026-06-02,5675157.96,578.28,Material Manufacturing
449,"Elliott, Smith and Schultz",-66.8118925,77.380498,Railway,2020-10-15,2022-05-02,5908214.73,627.7,Machinery
450,Vasquez Group,54.846253,132.930797,Housing,2020-09-01,2021-03-17,6952293.67,326.38,Transportation
451,Williamson LLC,86.308462,88.158385,Tunnel,2021-12-15,2022-04-16,782341.61,760.64,Transportation
452,Melendez PLC,69.206316,29.464391,Bridge,2022-10-24,2023-03-17,2002732.59,673.63,Machinery
453,Allen-Andrews,-14.7922475,86.384179,Road,2021-03-31,2023-02-14,788552.68,479.89,Machinery
454,Murphy and Sons,25.8717875,156.399182,Housing,2022-10-15,2025-02-04,2848546.9,120.78,Transportation
455,Watson PLC,60.604378,178.679906,Dam,2021-03-20,2022-05-07,1326096.83,722.42,Material Manufacturing
456,"Marshall, Carroll and Hall",39.10424,165.093594,Bridge,2020-08-10,2023-06-24,4382330.91,584.09,Machinery
457,Ayala and Sons,78.4646735,-57.260171,Port,2020-11-08,2021-08-31,8627601.23,124.81,Machinery
458,"Barrett, Nelson and Pruitt",-54.988741,-126.161779,Tunnel,2022-01-11,2022-07-29,3438315.26,160.41,Transportation
459,Mack-Randall,50.7308805,-52.798557,Road,2023-04-30,2026-01-23,1362205.16,752.77,Material Manufacturing
460,"Lamb, Adams and Brown",-14.284839,53.250206,Bridge,2020-02-05,2021-03-22,5141956.09,587.28,Material Manufacturing
461,"Hogan, Sanchez and Ray",19.5186155,111.964099,Dam,2023-06-11,2024-05-28,8036554.67,631.5,Machinery
462,"Walton, Davis and Lewis",-56.8810835,-152.460162,Bridge,2020-03-21,2021-01-25,6172533.88,650.0,Transportation
463,Meyer-Payne,36.1044765,-2.131333,Tunnel,2021-04-29,2022-02-07,4161565.11,267.02,Machinery
464,Dennis Inc,-4.599767,-179.838926,Housing,2021-05-19,2022-09-15,9456464.24,508.46,Material Manufacturing
465,"Mosley, Stone and Flores",17.593928,-147.17233,Road,2022-02-06,2023-03-08,4090777.76,419.23,Material Manufacturing
466,Ross Group,-88.7468535,-73.254211,Dam,2022-05-24,2023-07-12,3786278.55,160.18,Transportation
467,Munoz PLC,-79.411366,134.302844,Dam,2021-08-17,2022-09-16,8901779.45,327.35,Transportation
468,Martinez Ltd,70.081783,176.020436,Dam,2020-09-19,2021-08-12,3141192.6,205.78,Machinery
469,"Osborn, Boyd and Hines",-10.1001665,149.389303,Road,2022-06-16,2023-05-31,1478079.17,233.53,Machinery
470,"Watson, Marshall and Smith",49.1037075,-5.463486,Housing,2021-01-06,2022-04-02,4601810.33,377.06,Machinery
471,Rose-Martinez,-71.004668,46.378521,Housing,2021-10-30,2023-03-21,553824.97,603.42,Machinery
472,Martin Ltd,-31.856365,-163.980023,Industry,2022-03-24,2024-12-13,3811923.79,57.4,Transportation
473,Hopkins Ltd,82.9045315,86.785286,Port,2022-05-22,2022-10-12,279078.46,545.04,Transportation
474,"Tucker, Morales and Hayes",-18.108493,-175.115804,Road,2021-03-07,2022-05-08,3811258.97,840.37,Machinery
